Date,Time,RSSI(dB),RxBt(V),Volt(V),Amps(A),RPM(rpm),FET(@C),Cap(@C),mAh(mAh),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-25,22:55:20.220,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:55:20.320,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,1,980,-205,-22,0,0,998,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:55:20.420,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,998,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:55:20.520,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:55:20.620,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,1,980,-205,-22,0,0,998,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:55:20.720,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,980,-205,-22,0,0,998,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:55:20.820,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:55:20.920,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:55:21.020,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:55:21.120,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,980,-205,-22,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:55:21.220,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,980,-205,-22,0,0,998,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:55:21.320,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,1,980,-205,-22,0,0,998,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:55:21.420,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,980,-205,-22,0,0,998,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
