Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2000-01-01,00:49:18.450,0,3,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:18.950,0,3,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:19.450,0,2,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:19.950,0,2,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:20.450,0,2,-1024,0,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:20.990,0,2,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:21.490,0,2,-1024,1,30,614,-181,0,0,998,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:22.010,0,2,-1024,0,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:22.510,0,2,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:23.010,0,2,-1024,1,30,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:23.510,0,2,-1024,0,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:24.010,0,2,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:24.510,0,2,-1024,0,30,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:25.010,0,2,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:25.510,0,2,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:26.010,0,2,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:26.510,0,2,-1024,1,29,614,-180,0,0,998,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:27.010,0,2,-1024,0,30,614,-180,0,0,998,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:27.510,0,2,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:28.010,0,2,-1024,1,30,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:28.510,0,2,-1024,1,29,614,-180,0,0,998,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:29.010,0,2,-1024,0,29,614,-181,0,0,998,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:29.510,0,2,-1024,1,29,614,-180,0,0,998,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:30.010,0,2,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:30.510,0,2,-1024,0,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:31.010,0,2,-1024,0,29,614,-181,0,0,998,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:31.510,0,2,-1024,1,30,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:32.010,0,2,-1024,0,30,614,-180,0,0,998,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:32.510,0,2,-1024,1,30,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2000-01-01,00:49:33.010,0,2,-1024,0,29,614,-180,0,0,998,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
