Date,Time,RSSI(dB),RxBt(V),mAh(mAh),Amps(A),RPM(rpm),Cap(@C),FET(@C),Volt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-01-30,21:10:52.960,0,0.0,0,0.0,0,0,0,0.00,5,8,-799,-4,1024,-205,201,0,0,1001,-1024,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-01-30,21:10:53.590,0,0.0,0,0.0,0,0,0,0.00,5,9,-799,-4,1024,-205,201,0,0,1001,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-30,21:10:54.130,0,0.0,0,0.0,0,0,0,0.00,5,-70,-799,-8,1024,-205,201,0,0,1003,-1024,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2020-01-30,21:10:54.640,0,0.0,0,0.0,0,0,0,0.00,5,6,-799,-4,1024,-205,200,0,0,1001,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-30,21:10:55.190,0,0.0,0,0.0,0,0,0,0.00,5,8,-799,-4,1024,-205,201,0,0,1001,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-30,21:10:55.690,0,0.0,0,0.0,0,0,0,0.00,5,8,-799,-4,1024,-205,201,0,0,1001,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-30,21:10:56.230,0,0.0,0,0.0,0,0,0,0.00,4,8,-799,-4,1024,-205,201,0,0,1001,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-30,21:10:56.780,0,0.0,0,0.0,0,0,0,0.00,5,8,-799,-4,1024,-205,201,0,0,1001,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-30,21:10:57.400,0,0.0,0,0.0,0,0,0,0.00,4,8,-799,-4,1024,-205,201,0,0,1001,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-30,21:10:59.010,0,0.0,0,0.0,0,0,0,0.00,4,8,-982,-4,1024,-205,201,0,0,1000,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-30,21:10:59.510,0,0.0,0,0.0,0,0,0,0.00,4,8,-982,-4,1024,-205,201,0,0,1001,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-30,21:11:00.010,0,0.0,0,0.0,0,0,0,0.00,5,8,-983,-4,1024,-205,201,0,0,1001,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-30,21:11:00.510,0,0.0,0,0.0,0,0,0,0.00,4,8,-982,-4,1024,-205,201,0,0,1001,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-30,21:11:01.010,0,0.0,0,0.0,0,0,0,0.00,4,6,-982,-4,1024,-205,201,0,0,1001,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-30,21:11:01.550,0,0.0,0,0.0,0,0,0,0.00,4,6,-982,-4,1024,-205,201,0,0,1001,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-30,21:11:02.050,0,0.0,0,0.0,0,0,0,0.00,4,6,-982,-107,1024,-205,201,0,0,1001,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
