Date,Time,RSSI(dB),RxBt(V),mAh(mAh),Amps(A),RPM(rpm),Cap(@C),FET(@C),Volt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-17,13:56:18.040,102,8.1,0,0.0,0,23,24,24.72,-7,-3,-1024,6,1024,1023,700,0,0,-25,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,13:56:18.530,104,8.1,0,0.0,0,23,24,24.71,0,-4,-263,6,1024,1023,700,0,0,-26,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,13:56:19.030,106,8.1,0,0.0,24,24,24,24.70,-7,-4,-263,6,1024,1023,700,0,0,-25,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,13:56:19.530,102,8.1,0,0.0,136,24,24,24.70,5,-4,-80,6,1024,1023,700,0,0,-25,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,13:56:20.030,103,8.1,0,0.0,207,24,24,24.70,-7,-4,10,5,1024,1023,700,0,0,-25,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,13:56:20.530,102,8.1,0,0.0,250,24,24,24.70,-7,1,7,6,1024,1023,700,0,0,-25,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,13:56:21.030,104,8.1,0,0.0,284,24,24,24.70,-5,2,9,12,1024,1023,700,0,0,-26,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,13:56:21.540,104,8.1,0,0.0,312,24,24,24.70,-5,0,9,6,1024,1023,700,0,0,-25,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,13:56:22.090,98,8.1,0,0.0,361,24,24,24.63,-5,-9,7,10,1024,1023,700,0,0,-25,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,13:56:22.590,102,8.1,0,0.0,434,24,24,24.68,-7,-2,7,10,1024,1023,700,0,0,-26,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,13:56:23.090,103,8.1,0,0.0,492,24,24,24.65,-7,0,37,14,1024,1023,700,0,0,-25,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
