Date,Time,RSSI(dB),Volt(V),Amps(A),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-04-08,10:33:33.270,101,24.90,0.1,0,1,3,-1024,-1,1024,204,130,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-08,10:33:33.380,101,24.90,0.1,0,-11,3,-1024,-1,1024,204,130,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-08,10:33:33.490,101,24.90,0.1,0,0,3,-1024,-1,1024,204,130,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-08,10:33:33.600,101,24.90,0.2,0,-71,3,-111,-1,1024,204,130,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-08,10:33:33.720,95,24.90,0.3,0,0,3,-17,-1,1024,204,130,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-08,10:33:33.830,95,24.90,0.3,0,1,3,-15,-1,1024,204,130,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-08,10:33:33.940,95,24.90,0.4,122,1,3,-15,-1,1024,204,130,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-08,10:33:34.060,95,24.80,0.2,122,1,3,-14,-1,1024,204,130,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-08,10:33:34.170,95,24.80,0.2,49,1,3,-14,-1,1024,204,130,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-08,10:33:34.280,95,24.80,0.5,0,1,3,-14,0,1024,204,130,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-08,10:33:34.400,95,24.80,0.6,0,1,3,-14,-1,1024,204,130,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-08,10:33:34.510,95,24.80,0.6,16,1,3,-14,-1,1024,204,130,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-08,10:33:34.630,96,24.90,0.9,139,1,3,-14,0,1024,204,130,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-08,10:33:34.740,96,24.90,0.7,139,1,3,-14,0,1024,204,131,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-08,10:33:34.850,96,24.90,0.7,175,1,3,-14,0,1024,204,130,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
