Date,Time,RSSI(dB),RxBt(V),mAh(mAh),Amps(A),RPM(rpm),Cap(@C),FET(@C),Volt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-22,14:25:59.020,88,8.1,0,0.0,0,16,16,24.70,-44,8,-197,-7,1024,-615,452,0,0,-15,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-02-22,14:25:59.130,88,8.1,0,0.0,0,16,16,24.71,-5,8,-344,-7,1024,-615,453,0,0,-17,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-02-22,14:25:59.240,89,8.1,0,0.0,0,16,16,24.71,5,8,-344,-7,1024,-615,452,0,0,-17,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-02-22,14:25:59.360,89,8.1,0,0.0,0,16,16,24.71,4,8,-344,-7,1024,-615,453,0,0,-17,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-02-22,14:25:59.470,89,8.1,0,0.0,0,16,16,24.72,4,8,-344,-7,1024,-615,453,0,0,-15,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-02-22,14:25:59.580,89,8.1,0,0.0,0,16,16,24.72,4,8,-344,-7,1024,-615,452,0,0,-15,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-02-22,14:25:59.690,95,8.1,0,0.0,0,16,16,24.72,4,8,-344,-7,1024,-615,452,0,0,-15,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-02-22,14:25:59.800,95,8.1,0,0.0,0,16,16,24.72,4,8,-344,-7,1024,-615,452,0,0,-15,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-02-22,14:25:59.910,95,8.1,0,0.0,0,16,16,24.72,4,8,-344,-7,1024,-615,452,0,0,-15,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-02-22,14:26:00.020,95,8.1,0,0.0,40,16,16,24.72,4,8,-344,-7,1024,-615,452,0,0,-15,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-02-22,14:26:00.130,95,8.1,0,0.0,40,16,16,24.72,4,8,-344,-7,1024,-615,452,0,0,-17,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-02-22,14:26:00.240,95,8.1,0,0.0,35,16,16,24.72,4,8,-344,-7,1024,-615,452,0,0,-15,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
