Date,Time,A2(V),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-05,02:48:02.740,0.0,0,0.0,0,1,-1024,1,-392,-205,-1024,0,0,0,1024,-1,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:50:43.570,0.0,0,0.0,0,1,-1024,0,-392,-205,-1024,0,0,-1,1024,-1,1,1,-1,-1,-1,1,-1,0x0000000000000009,0.0
2020-07-05,02:51:12.970,0.0,0,0.0,0,220,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:01.660,0.0,0,0.0,1,2,-1024,1,-393,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,0.0
2020-07-05,02:56:01.930,0.0,0,0.0,2,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:02.030,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:02.130,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:02.230,0.0,0,0.0,1,2,-1024,1,-393,-205,-1024,0,0,-2,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:02.340,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:02.440,0.0,0,0.0,1,2,-1024,0,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:02.540,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:02.640,0.0,0,0.0,1,2,-1024,0,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:02.740,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:02.840,0.0,0,0.0,1,2,-1024,1,-393,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:02.940,0.0,0,0.0,1,2,-1024,0,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:03.040,0.0,0,0.0,1,2,-1024,0,-393,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:03.140,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:03.240,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:03.340,0.0,0,0.0,1,2,-1024,0,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:03.440,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:03.540,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:03.640,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:03.740,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:03.840,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:03.940,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:04.050,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:04.150,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:04.250,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:04.350,0.0,0,0.0,2,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:04.450,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:04.550,0.0,0,0.0,1,2,-1024,0,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:04.650,0.0,0,0.0,1,2,-1024,0,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-05,02:56:04.750,0.0,0,0.0,1,2,-1024,1,-392,-205,-1024,0,0,-1,1024,-1,1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
