Date,Time,A2(V),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-18,08:28:20.290,0.0,0,0.0,1,-56,-10,13,1024,-205,1024,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.3
2020-07-18,08:28:20.390,0.0,0,0.0,1,3,17,47,1024,-205,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.3
2020-07-18,08:28:20.490,0.0,0,0.0,1,-12,-43,24,1024,-205,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.3
2020-07-18,08:28:20.590,0.0,0,0.0,1,1,-85,1,1024,-205,1024,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.3
2020-07-18,08:28:20.690,0.0,0,0.0,0,2,-89,0,1024,-205,1024,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.3
2020-07-18,08:28:20.790,0.0,0,0.0,1,2,-90,-1,1024,-205,1024,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.3
2020-07-18,08:28:20.890,0.0,0,0.0,0,2,-91,-1,1024,-205,1024,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.3
2020-07-18,08:28:20.990,0.0,0,0.0,0,2,-91,-1,1024,-205,1024,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.3
2020-07-18,08:28:21.090,0.0,0,0.0,0,2,-91,-1,1024,-205,1024,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.3
2020-07-18,08:28:21.190,0.0,0,0.0,0,2,-91,-1,1024,-205,1024,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.3
2020-07-18,08:28:21.290,0.0,0,0.0,0,2,-91,-1,1024,-205,1024,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.3
2020-07-18,08:28:21.390,0.0,0,0.0,0,2,-91,-1,1024,-205,1024,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.3
