Date,Time,RSSI(dB),RxBt(V),RPM(rpm),FET(@C),Amps(A),mAh(mAh),Volt(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-12-06,10:06:43.040,83,8.1,0,26,0.0,0,22.38,-1,0,-576,1,1024,-205,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:43.560,81,8.1,0,26,0.0,0,22.37,-1,0,-235,1,1024,-205,-22,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:44.070,81,8.1,0,26,0.0,0,22.37,-1,0,-235,1,1024,-205,-22,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:44.580,79,8.1,109,26,0.0,0,22.37,-1,0,-235,1,1024,-205,-21,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:45.090,79,8.1,187,26,0.0,0,22.37,0,0,-235,1,1024,-205,-21,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:45.610,78,8.1,224,26,0.0,0,22.37,0,0,-235,1,1024,-205,-21,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:46.110,94,8.1,251,26,0.0,0,22.37,2,0,-318,1,1024,-205,-21,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:46.630,77,8.1,276,26,0.0,0,22.37,0,0,0,1,1024,-205,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:47.140,78,8.1,338,26,0.0,0,22.25,0,109,3,5,1024,-205,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:47.650,80,8.1,403,26,0.0,0,22.27,0,-1,3,1,1024,-205,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:48.160,76,8.1,459,27,0.0,0,22.27,0,0,3,1,1024,-205,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:48.670,84,8.1,510,27,0.0,0,22.25,0,0,3,1,1024,-205,-22,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:49.190,86,8.1,556,28,0.0,0,22.22,0,-1,3,1,1024,-205,-21,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:49.700,80,8.1,600,28,0.0,0,22.22,0,0,3,0,1024,-205,-21,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:50.210,78,8.1,640,28,0.0,0,22.19,0,0,3,0,1024,-205,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:50.720,77,8.1,682,29,0.7,0,22.18,-1,-1,3,1,1024,-205,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:51.240,78,8.1,721,29,1.3,0,22.18,0,0,24,1,1024,-205,-22,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:51.750,77,8.1,764,29,0.0,0,22.16,0,1,35,0,1024,-205,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:52.260,78,8.1,798,29,0.0,0,22.15,-83,1,77,1,1024,-205,-22,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:52.770,81,8.1,850,30,2.2,0,22.13,-1,0,82,1,1024,-205,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:53.280,76,8.1,893,30,2.8,1,22.11,-1,25,106,41,1024,-205,-22,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,10:06:53.790,78,8.1,936,30,2.8,1,22.09,-1,0,143,2,1024,-205,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
