Date,Time,RSSI(dB),RxBt(V),mAh(mAh),Volt(V),Amps(A),RPM(rpm),FET(@C),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-08-08,23:48:30.290,83,8.1,90,50.00,0.6,0,23,2,6,-1024,-6,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:30.350,83,8.1,90,50.00,0.6,0,23,2,6,-1024,-6,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:30.460,83,8.1,90,50.00,0.7,0,24,2,6,-1024,-6,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:30.580,88,8.1,90,50.00,0.4,0,24,2,6,-1024,-6,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:30.690,88,8.1,90,50.00,0.4,0,24,2,6,-1024,-6,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:30.800,88,8.1,90,50.00,0.6,0,24,2,6,-1024,-6,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:30.910,88,8.1,90,50.00,0.1,0,24,2,5,-1024,-6,1010,204,385,0,0,-1021,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:31.040,89,8.1,90,50.00,0.1,0,24,2,6,-1024,-6,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:31.150,89,8.1,90,50.00,0.5,0,24,2,6,-1024,-6,1010,204,385,0,0,-1021,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:31.260,89,8.1,90,50.00,1.1,16,24,89,6,-1024,-6,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:31.370,89,8.1,90,50.00,1.1,16,24,1,6,-1024,-4,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:31.480,88,8.1,90,50.00,1.2,37,24,2,6,-1024,-4,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:31.590,88,8.1,90,50.00,1.1,37,24,-51,5,-651,-4,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:31.700,88,8.1,90,50.00,1.1,40,24,0,6,-125,-6,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:31.820,88,8.1,90,50.00,0.7,43,24,4,5,15,-4,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:31.930,92,8.2,90,50.00,1.5,47,24,3,5,17,-6,1010,204,385,0,0,-1021,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:32.040,92,8.2,90,50.00,1.5,47,24,3,6,18,-4,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:32.150,92,8.2,90,50.00,0.8,49,24,2,6,18,-6,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:32.260,92,8.2,90,50.00,0.9,51,24,2,5,18,-4,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:32.380,84,8.2,90,50.00,0.9,51,24,2,6,18,-4,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:32.490,84,8.2,90,50.00,1.1,55,24,2,6,18,-4,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:32.600,84,8.2,90,50.00,0.8,57,24,2,6,18,-6,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:32.720,84,8.2,90,50.00,0.8,57,24,2,5,18,-4,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:32.830,78,8.2,90,50.00,0.8,60,24,2,5,18,-4,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:32.940,78,8.2,90,50.00,0.7,64,24,3,5,19,-4,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:33.050,78,8.2,90,50.00,0.7,64,24,2,5,19,-6,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:33.160,78,8.2,90,50.00,0.9,68,24,2,5,19,-4,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:33.280,77,8.2,90,50.00,0.9,70,24,2,5,18,-6,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:33.390,77,8.2,90,50.00,0.9,70,24,14,5,19,-4,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:33.500,77,8.2,90,50.00,1.3,77,24,-38,6,267,-4,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:33.610,77,8.2,90,50.00,1.2,83,24,2,5,271,-6,1009,204,385,0,0,-1021,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:33.730,80,8.2,90,50.00,1.2,83,24,2,5,289,-6,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:33.840,80,8.2,90,50.00,1.0,88,24,-14,6,155,-4,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:33.950,80,8.2,91,50.00,1.4,97,24,-52,5,-46,-4,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:34.060,79,8.2,91,50.00,1.4,97,24,17,6,-112,-4,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:34.180,79,8.2,91,50.00,1.4,107,24,-1,5,-114,-4,1009,204,385,0,0,-1021,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:34.290,79,8.2,91,50.00,1.0,118,24,1,5,-116,-6,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:34.400,79,8.2,91,50.00,1.0,118,24,2,6,-116,-6,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:34.510,81,8.2,91,50.00,1.7,129,24,2,6,-116,-4,1009,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:34.630,81,8.2,91,50.00,1.7,144,24,2,6,-116,-4,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:34.740,81,8.2,91,50.00,1.7,144,24,2,5,-116,-4,1010,204,385,0,0,-1021,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:34.850,81,8.2,91,50.00,1.8,159,24,2,5,-116,-4,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:34.970,88,8.2,91,50.00,1.6,178,24,2,46,-116,-4,1010,204,385,0,0,-1021,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2020-08-08,23:48:35.080,88,8.2,91,50.00,1.6,178,24,2,1,-116,-6,1010,204,385,0,0,-1021,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
