Date,Time,RSSI(dB),RxBt(V),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-11,13:39:37.540,84,8.1,238,9,-87,219,92,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:38.040,92,8.1,248,9,13,112,-61,1024,1023,894,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:38.540,86,8.1,267,38,-1,111,-12,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:39.040,84,8.1,293,9,11,118,-13,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:39.540,86,8.1,350,48,65,118,-22,1024,1023,894,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:40.040,87,8.1,409,9,5,122,-12,1024,1023,894,0,0,-3,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:40.540,86,8.1,480,9,12,124,111,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:41.040,85,8.1,545,9,40,136,177,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:41.540,85,8.1,629,9,11,141,-9,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:42.040,86,8.1,691,-31,82,202,102,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:42.540,86,8.1,767,9,79,227,159,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:43.040,86,8.1,864,-105,8,231,48,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:43.540,95,8.1,986,9,12,249,19,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:44.040,93,8.1,1116,9,43,322,-9,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:44.540,88,8.1,1207,9,12,321,-9,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:45.040,86,8.1,1295,9,17,449,-10,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:45.540,94,8.1,1347,9,5,596,-31,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:46.040,94,8.1,1428,9,47,449,122,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2020-02-11,13:39:46.540,99,8.1,1511,9,117,471,-58,1024,1023,894,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
