Date,Time,RSSI(dB),RxBt(V),A2(V),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-12-16,20:36:01.560,79,7.5,0.0,0,3,4,-1024,-2,1024,-205,-430,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,20:36:02.050,85,7.5,0.0,0,2,4,-1024,-2,1024,-205,-431,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,20:36:02.550,87,7.5,0.0,0,3,4,-1024,-2,1024,-205,-431,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,20:36:03.050,86,7.5,0.0,0,2,4,-1024,-2,1024,-205,-430,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,20:36:03.550,86,7.5,0.0,0,2,4,-1024,-2,1024,-205,-431,1,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,20:36:04.050,87,7.5,0.0,0,2,4,-1024,-2,1024,-205,-431,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,20:36:18.270,84,7.5,0.0,0,2,4,-1024,-2,1024,-205,-431,1018,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,20:36:20.020,86,7.5,0.0,0,-47,4,-1024,-2,1024,-205,-430,1019,-1024,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,20:36:20.520,84,7.5,0.0,0,-34,4,-1024,-2,1024,-205,-430,1019,-1024,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,21:00:38.310,87,7.5,0.0,30,3,6,-1024,-4,-1024,-205,1,577,-968,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,21:00:38.810,87,7.5,0.0,30,3,6,-1024,-4,-1024,-205,0,577,-968,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,21:00:39.310,87,7.5,0.0,0,3,6,-1024,-4,-1024,-205,0,577,-968,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,21:00:39.810,86,7.5,0.0,0,3,6,-1024,-6,-1024,-205,1,577,-968,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,21:57:44.220,87,7.5,0.0,0,2,4,-1024,-3,-1024,-615,-21,998,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,21:57:44.710,87,7.5,0.0,0,2,5,-1024,-3,-1024,-615,-21,997,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,21:57:45.210,85,7.5,0.0,0,2,5,-1024,-3,-1024,-615,-21,998,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,21:57:45.710,86,7.5,0.0,0,2,5,-1024,-3,-1024,-615,-21,998,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,22:07:27.860,0,0.0,0.0,0,6,10,-1024,-7,-811,-615,-120,997,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,22:07:28.360,0,0.0,0.0,0,6,10,-1024,-7,-811,-615,-120,997,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,22:07:28.860,0,0.0,0.0,0,6,9,-1024,-7,-811,-615,-120,998,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,22:07:29.360,0,0.0,0.0,0,6,10,-1024,-7,-811,-615,-120,997,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,22:07:29.860,0,0.0,0.0,0,6,9,-1024,-6,-811,-615,-120,997,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,22:07:30.360,0,0.0,0.0,0,6,9,-1024,-6,-811,-615,-120,997,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2019-12-16,22:07:30.880,0,0.0,0.0,0,6,9,-1024,-7,-811,-615,-120,997,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
