Date,Time,RSSI(dB),Volt(V),Amps(A),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-22,15:36:36.930,97,24.90,0.4,0,2,8,-903,-7,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:37.040,97,24.90,0.4,0,4,8,-907,-7,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:37.160,97,24.90,0.4,0,4,8,-909,-7,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:37.270,98,24.90,0.4,0,4,8,-910,-7,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:37.390,98,24.90,0.7,72,14,8,-383,-7,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:37.500,98,24.90,0.7,72,9,8,-332,-8,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:37.620,99,24.90,0.5,63,6,8,-334,-7,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:37.730,99,24.90,1.3,13,5,8,-336,-7,611,-615,147,0,0,-906,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:37.850,99,24.90,0.7,13,4,8,-336,-7,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:37.960,99,24.90,0.7,60,4,8,-336,-7,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:38.080,96,24.90,0.4,84,4,8,-336,-7,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:38.190,96,24.90,0.7,84,4,8,-336,-8,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:38.310,96,24.90,0.7,105,4,8,-336,-7,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:38.420,96,24.90,1.2,191,4,8,-336,-7,611,-615,147,0,0,-906,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:38.540,98,24.90,1.1,255,4,8,-336,-7,611,-615,147,0,0,-906,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:38.650,98,24.90,1.1,255,4,8,-336,-7,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:38.770,98,24.90,1.2,304,4,8,-336,-7,611,-615,147,0,0,-906,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:38.890,98,24.90,1.2,341,4,8,-336,-7,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:39.000,99,24.90,1.2,341,4,8,-336,-7,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:39.120,99,24.90,1.6,386,4,-48,-340,-7,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:39.230,99,24.90,1.6,423,4,9,-344,-7,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:39.350,99,24.90,1.6,423,4,8,-350,33,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:39.460,98,24.90,1.7,471,4,25,-358,203,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:39.580,98,24.90,1.9,511,4,11,-362,231,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:39.690,98,24.80,1.9,511,60,9,-331,-7,611,-615,147,0,0,-906,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:39.810,97,24.80,2.0,553,125,9,-314,-8,611,-615,147,0,0,-906,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-02-22,15:36:39.930,97,24.80,2.3,579,4,8,-361,-8,611,-615,147,0,0,-904,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
