Date,Time,RSSI(dB),RxBt(V),mAh(mAh),Volt(V),Amps(A),RPM(rpm),FET(@C),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-10-09,12:08:11.220,79,8.1,5,50.10,0.3,0,27,-1,0,28,1,1024,-205,187,0,0,-1,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-10-09,12:08:11.280,79,8.1,5,50.10,0.3,0,27,-1,0,28,1,1024,-205,187,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-10-09,12:08:11.390,79,8.1,5,50.10,0.4,0,27,-2,1,28,1,1024,-205,187,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-10-09,12:08:11.510,79,8.1,5,50.10,0.4,0,27,-1,1,28,1,1024,-205,187,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-10-09,12:08:11.620,79,8.1,5,50.10,0.4,0,27,-1,1,28,1,1024,-205,187,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-10-09,12:08:11.730,79,8.1,5,50.10,0.9,0,27,-1,1,28,1,1024,-205,187,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-10-09,12:08:11.840,79,8.1,5,50.10,0.7,0,27,-2,1,28,1,1024,-205,187,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-10-09,12:08:11.950,76,8.1,5,50.10,0.7,0,27,-2,0,28,1,1024,-205,187,0,0,-1,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-10-09,12:08:12.060,76,8.1,5,50.10,1.0,18,27,108,0,-26,1,1024,-205,187,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-10-09,12:08:12.170,76,8.1,5,50.10,0.9,18,27,3,1,-57,1,1024,-205,187,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-10-09,12:08:12.280,76,8.1,5,50.10,0.9,42,27,1,1,-59,1,1024,-205,187,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-10-09,12:08:12.400,83,8.1,5,50.10,0.6,44,27,0,1,123,1,1024,-205,187,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-10-09,12:08:12.510,83,8.1,5,50.10,1.1,46,27,-1,1,157,1,1024,-205,187,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
