Date,Time,A2(V),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-21,09:23:26.530,0.0,0,0.0,5,6,-1024,-4,1024,-205,1024,0,0,-394,-975,-1,1,1,-1,-1,-1,1,-1,0x0000000000000009,0.0
2020-07-21,09:23:26.870,0.0,0,0.0,5,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:26.970,0.0,0,0.0,5,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:27.070,0.0,0,0.0,5,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:27.170,0.0,0,0.0,5,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:27.270,0.0,0,0.0,5,6,-1024,-4,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:27.370,0.0,0,0.0,4,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:27.470,0.0,0,0.0,4,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:27.570,0.0,0,0.0,4,6,-1024,-4,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:27.670,0.0,0,0.0,4,6,-1024,-4,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:27.770,0.0,0,0.0,4,6,-1024,-4,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:27.870,0.0,0,0.0,5,6,-1024,-4,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:27.970,0.0,0,0.0,4,6,-1024,-4,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:28.070,0.0,0,0.0,4,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:28.170,0.0,0,0.0,4,6,-1024,-4,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:28.270,0.0,0,0.0,5,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:28.370,0.0,0,0.0,5,6,-1024,-4,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:28.470,0.0,0,0.0,5,6,-1024,-4,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:28.570,0.0,0,0.0,12,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:28.670,0.0,0,0.0,17,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:28.770,0.0,0,0.0,13,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:28.870,0.0,0,0.0,11,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:28.970,0.0,0,0.0,8,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:29.070,0.0,0,0.0,6,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:29.170,0.0,0,0.0,5,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:29.270,0.0,0,0.0,6,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:29.370,0.0,0,0.0,11,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:29.470,0.0,0,0.0,8,5,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:29.570,0.0,0,0.0,6,5,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:29.670,0.0,0,0.0,5,6,-1024,-4,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:29.770,0.0,0,0.0,5,5,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:29.870,0.0,0,0.0,4,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:29.970,0.0,0,0.0,4,5,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:30.070,0.0,0,0.0,4,5,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:30.170,0.0,0,0.0,4,5,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:30.270,0.0,0,0.0,4,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:30.370,0.0,0,0.0,4,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:30.470,0.0,0,0.0,4,5,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:30.570,0.0,0,0.0,4,5,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:30.670,0.0,0,0.0,4,5,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-21,09:23:30.770,0.0,0,0.0,4,6,-1024,-3,1024,-205,1024,0,0,-394,-975,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
