Date,Time,RSSI(dB),Volt(V),Amps(A),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
1970-01-01,00:01:49.850,92,24.20,11.1,2195,-204,-35,183,28,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:50.380,87,24.20,11.6,2320,-191,86,183,-1,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:50.900,86,24.10,12.8,2456,-92,-1,91,95,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:51.430,80,24.20,10.9,2516,1,9,152,0,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:51.960,80,24.30,10.4,2519,2,-51,101,10,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:52.490,82,24.00,11.2,2356,-23,-779,-61,228,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:53.020,86,23.80,17.0,2184,4,-511,163,14,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:53.540,85,23.70,14.1,2547,-306,-653,-646,55,1024,614,838,-1018,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:54.070,82,23.50,20.9,2415,-988,-26,-549,446,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:54.600,78,23.70,14.1,2555,-188,425,-34,-27,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:55.130,80,23.50,25.7,2350,-123,50,127,747,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:55.650,84,23.50,15.3,2577,-37,-374,-348,261,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:56.180,82,23.70,14.2,2548,-196,-116,-472,-100,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:56.710,77,23.70,15.0,2501,-96,-168,-479,-157,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:57.240,76,23.60,15.1,2521,-57,-364,-519,-22,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:57.760,79,23.60,16.2,2415,-88,-408,-687,-1,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:58.290,73,23.20,24.2,2357,-82,-378,-663,104,1024,614,838,-1016,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:58.820,76,23.20,25.4,2433,-124,-298,-598,105,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:59.350,79,23.30,19.8,2570,-745,-769,-168,-35,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:01:59.870,72,23.60,14.7,2761,-969,-169,-299,66,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:00.410,69,23.60,13.6,2686,1,607,666,346,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:00.930,74,23.20,23.2,2556,-144,-239,-7,265,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:01.460,77,23.60,14.0,2711,-18,-284,-251,16,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:01.990,76,23.60,12.9,2652,-932,220,-246,-740,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:02.520,76,23.70,13.5,2630,-942,23,31,-688,1024,614,838,-1018,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:03.050,78,23.40,12.5,2392,-346,336,17,929,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:03.580,80,23.40,16.3,2587,-179,-377,-241,258,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:04.100,80,23.60,13.7,2544,-1015,73,-395,-836,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:04.640,77,23.50,15.4,2532,-305,-353,-177,84,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:05.160,76,23.70,12.6,2414,3,-318,504,106,1024,614,838,-1018,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:05.690,79,23.20,19.9,2377,3,-129,-162,-119,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:06.220,80,23.50,14.8,2632,-145,-795,-547,-180,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:06.750,78,23.30,19.0,2526,-912,207,-194,306,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:07.280,77,23.60,14.0,2628,-1022,534,228,-334,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:07.810,79,23.60,13.3,2562,-1024,304,627,-520,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:08.340,83,23.30,18.4,2500,-1024,-2,-64,-642,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:08.880,80,23.60,13.8,2628,-1024,-217,-558,-370,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:09.410,77,23.60,13.2,2488,-1024,-480,-438,-50,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:09.940,76,23.40,14.4,2553,-1024,-71,305,-106,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:10.470,75,23.30,13.6,2448,-1022,-310,433,284,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:11.010,78,23.20,18.7,2485,-1024,-50,-24,500,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:11.540,74,23.30,14.9,2502,-1024,695,-593,-39,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:12.070,78,23.30,15.0,2557,-945,158,272,-705,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:12.600,80,23.20,16.4,2363,-277,25,315,986,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:13.140,72,23.20,16.1,2577,-94,-493,-75,236,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:13.670,79,23.40,13.1,2539,-3,-84,-422,70,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:14.210,73,23.30,14.4,2509,-48,-234,-541,-84,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:14.740,80,22.90,21.5,2321,-186,52,-417,-436,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:15.270,72,23.40,13.1,2713,4,188,82,-3,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:15.810,82,23.40,11.9,2755,-132,131,207,-79,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:16.340,83,23.50,11.8,2633,-141,334,341,61,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:16.870,76,23.30,14.7,2357,-268,9,54,317,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:17.410,77,23.40,12.6,2623,-480,0,-296,-262,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:17.940,79,23.40,11.5,2617,-553,688,-580,-50,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:18.480,80,23.30,15.8,2442,-660,44,-229,-565,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:19.010,80,23.40,12.6,2296,-217,317,275,771,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:19.550,76,23.10,18.6,2527,-122,-714,-384,353,1024,614,838,-1018,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:20.080,80,22.40,33.6,2366,-280,532,-23,-501,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:20.610,76,23.10,24.6,2308,-32,-208,3,441,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:21.150,82,22.90,16.9,2457,-300,164,-465,-699,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:21.690,83,23.10,17.8,2398,-137,167,244,711,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:22.190,83,23.10,16.8,2517,-372,-184,-475,-566,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:22.690,80,23.10,19.2,2404,-76,209,267,775,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:23.190,82,23.10,19.5,2554,-289,-181,-499,-599,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:23.720,82,23.00,20.6,2442,-106,74,280,777,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:24.260,74,23.10,16.5,2583,-1021,504,-393,-538,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:24.790,76,23.20,15.8,2653,-1007,73,-186,-102,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:25.330,73,23.20,14.1,2716,-627,-165,13,194,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:25.860,76,23.30,13.2,2731,6,-429,702,315,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:26.400,79,23.10,17.5,2478,3,-893,-116,-105,1024,614,838,-1018,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:26.930,76,23.30,13.7,2619,2,-459,-262,-308,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:27.470,79,23.30,13.3,2554,-202,-205,-518,-198,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:28.000,79,23.10,17.0,2447,-163,10,-397,-9,1024,614,838,-1016,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:28.540,79,23.20,15.3,2518,-106,-95,-461,-305,1024,614,838,-1018,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:29.070,68,23.20,15.7,2493,-51,4,-475,-303,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:29.610,72,23.10,15.8,2447,-39,-125,-536,-233,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:30.150,72,23.00,19.7,2428,-84,-127,-570,-231,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:30.680,75,23.00,19.5,2448,-85,-244,-585,-162,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:31.220,68,22.80,24.3,2450,-55,-209,-465,-19,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:31.750,75,23.00,19.1,2581,-436,-413,-35,-102,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:32.290,72,23.30,13.0,2857,-1020,14,-184,234,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:32.830,73,23.40,11.8,2882,-529,184,-443,-101,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:33.360,73,23.30,12.0,2744,-119,-367,-200,34,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:33.900,75,23.40,11.1,2743,13,-336,362,12,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:34.430,74,23.30,14.7,2409,4,-582,-117,-71,1024,614,838,-1018,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:34.970,77,23.20,15.0,2573,3,-431,-211,-117,1024,614,838,-1018,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:35.510,80,23.40,12.5,2570,-16,-2,-370,-6,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:36.040,76,23.40,11.9,2564,3,-59,-268,-4,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:36.580,82,23.50,10.8,2572,3,-402,-235,52,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:37.120,77,23.20,15.5,2445,-824,199,-86,-271,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:37.650,72,23.40,11.2,2536,-532,-513,-183,639,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:38.190,81,23.20,15.6,2357,-688,65,458,-252,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:38.730,84,23.10,19.8,2372,-300,-283,-2,560,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:39.260,79,23.20,17.1,2476,-149,-394,-355,160,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:39.800,76,23.10,19.2,2479,-787,350,-377,-492,1024,614,838,-1018,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:40.350,77,23.20,14.9,2582,-245,-141,-6,484,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:40.860,78,23.30,16.4,2429,-77,11,353,1002,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:41.390,80,23.10,17.3,2524,-319,-365,-18,199,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:41.930,80,23.30,13.6,2593,-349,-430,-332,-27,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:42.470,77,23.10,14.9,2492,-879,141,-367,546,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:43.010,76,23.10,13.3,2575,-668,474,19,-191,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:43.540,88,23.00,14.5,2467,-166,-13,435,914,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:44.080,76,22.80,19.9,2433,-291,-481,-249,238,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:44.610,79,23.00,16.0,2495,-865,-91,-515,-582,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:45.160,79,22.90,17.1,2494,-393,-358,-218,303,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:45.690,78,23.00,13.9,2458,-770,-481,456,0,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:46.230,78,22.90,16.0,2517,-620,-561,264,576,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:46.770,77,22.90,17.5,2496,65,-443,-505,-119,1024,614,838,-1018,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:47.310,74,22.50,24.8,2393,-51,420,544,-202,1024,614,838,-1018,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:47.840,80,22.20,31.6,2460,10,631,-767,-137,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:48.380,78,22.10,31.5,2422,3,-779,-32,-19,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:48.920,78,22.50,24.8,2479,-10,-526,610,-239,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:49.460,72,22.30,28.4,2434,-204,837,-345,-343,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:50.000,77,22.10,33.1,2506,-25,145,-819,-372,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:50.530,75,22.10,32.8,2417,5,-781,485,239,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:51.070,77,22.10,30.1,2440,-1,-72,714,182,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:51.610,76,22.40,21.7,2480,-188,892,-261,-1,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:52.150,78,21.70,39.5,2546,3,-21,-563,328,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:52.690,73,22.40,20.9,2356,-9,-382,633,497,1024,614,838,-1018,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:53.220,80,22.40,20.8,2668,-1024,453,-207,-783,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:53.760,78,22.60,17.0,2779,-1012,134,-152,-617,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:54.300,74,22.70,14.5,2797,6,-391,115,9,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:54.840,77,22.70,14.3,2606,4,-981,541,88,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:55.370,75,22.50,20.1,2563,-89,-512,-146,-122,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:55.910,82,22.70,15.1,2724,-146,-337,-529,-210,1024,614,837,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:56.450,79,22.70,16.4,2533,-256,-162,-339,-438,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:56.990,82,22.80,15.0,2602,-262,-182,-251,-153,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:57.490,77,22.80,13.2,2637,-134,-119,-306,-269,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:57.990,78,22.80,12.8,2632,-126,-51,-204,-193,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:58.540,80,22.90,11.6,2654,-116,-54,-232,-196,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:59.070,78,23.00,10.8,2580,-148,-239,-436,-205,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:02:59.610,77,22.90,13.3,2475,-181,-142,-366,-231,1024,614,838,-1018,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:03:00.150,77,22.90,13.7,2473,-265,-107,-263,-292,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:03:00.690,68,22.90,12.7,2543,-192,-35,-162,-269,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:03:01.230,75,23.00,10.5,2578,-148,-117,-133,-248,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:03:01.770,78,23.00,9.7,2563,-132,-104,-244,-278,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:03:02.310,81,23.10,9.8,2523,-172,-227,-299,-215,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:03:02.850,82,23.00,10.8,2492,-196,-141,-301,-239,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:03:03.390,77,23.00,12.4,2439,-296,-166,-230,-389,1024,614,838,-1017,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
1970-01-01,00:03:03.930,77,23.00,12.0,2490,-277,-133,-199,-399,1024,614,838,-1018,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
