Date,Time,RSSI(dB),Volt(V),Amps(A),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-29,15:22:43.320,104,24.90,0.2,0,0,5,-1024,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:43.430,104,24.90,0.2,0,0,5,-1024,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:43.540,104,24.90,0.2,0,0,5,-1024,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:43.650,104,24.90,0.2,0,0,5,-1024,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:43.770,107,24.90,0.2,0,0,5,-492,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:43.880,107,24.90,0.2,0,-32,5,-219,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:44.000,107,24.90,0.2,72,-32,5,-535,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:44.110,107,24.90,0.7,0,-2,5,-536,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:44.230,106,24.80,0.7,0,-1,5,-536,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:44.340,106,24.80,0.5,47,0,5,-536,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:44.450,106,24.80,0.5,64,0,5,-536,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:44.570,106,24.80,0.5,64,0,5,-536,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:44.690,106,24.80,0.9,83,0,5,-536,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:44.800,106,24.80,0.9,146,0,5,-536,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:44.910,106,24.80,0.9,146,0,5,-536,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:45.030,103,24.80,1.1,222,0,5,-536,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:45.150,103,24.80,1.1,282,0,5,-536,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:45.260,103,24.80,1.1,282,0,5,-536,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:45.380,103,24.80,1.0,325,58,5,-522,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:45.490,107,24.80,1.2,382,2,5,-441,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:45.610,107,24.80,1.5,382,1,5,-422,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:45.720,107,24.80,1.5,428,0,5,-419,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:45.840,107,24.80,1.6,473,-126,5,-185,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:45.950,106,24.80,1.9,516,-215,5,-118,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:46.070,106,24.80,1.9,516,5,5,-122,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:46.180,106,24.80,2.0,569,3,5,-123,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:46.300,106,24.80,1.8,613,2,5,-124,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:46.410,105,24.80,1.8,613,1,5,-124,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:46.530,105,24.80,2.0,666,3,5,-124,82,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:46.650,105,24.80,1.9,717,2,-5,-124,266,1024,-615,292,0,0,-1024,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:46.760,105,24.80,1.9,717,2,17,-124,-6,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:46.870,106,24.80,2.3,762,1,29,-123,-162,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:46.990,106,24.80,2.4,801,1,62,-124,-215,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:47.110,106,24.80,2.4,801,1,-2,-123,-6,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:47.220,105,24.80,2.5,843,1,2,-123,-4,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:47.330,105,24.80,2.6,890,1,154,-123,33,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:47.450,105,24.70,2.6,890,1,155,-123,-2,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:47.570,105,24.70,2.6,934,1,-2,-123,-2,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:47.680,103,24.80,2.8,974,1,2,-123,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:47.790,103,24.70,2.8,974,1,4,-123,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:47.910,103,24.70,3.0,1018,1,5,-87,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:48.030,103,24.70,3.1,1061,1,5,-68,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:48.140,102,24.70,3.1,1061,1,4,-69,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:48.260,102,24.70,3.5,1101,1,4,-70,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:48.380,102,24.70,3.3,1133,1,5,-70,-4,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:48.490,102,24.70,3.4,1175,1,5,-73,-6,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:48.600,106,24.70,3.4,1175,1,8,-59,-4,1024,-615,292,0,0,-1024,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:48.720,106,24.70,3.7,1214,4,-6,-57,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:48.840,106,24.70,3.7,1255,3,4,-57,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:48.950,106,24.70,3.7,1255,2,5,-58,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:49.070,101,24.70,4.4,1303,2,5,-58,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:49.180,101,24.60,5.4,1368,16,5,-57,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:49.300,101,24.60,5.4,1368,1,5,-57,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:49.420,105,24.60,5.6,1447,1,5,-53,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:49.530,105,24.60,6.1,1516,1,5,-68,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:49.640,105,24.60,6.1,1516,1,5,-46,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:49.760,105,24.60,6.5,1587,1,4,-14,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:49.880,106,24.60,6.8,1665,0,3,0,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:49.990,106,24.60,6.8,1665,1,2,1,-3,1024,-615,292,0,0,-1024,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:50.110,106,24.60,6.9,1724,1,3,2,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:50.230,106,24.50,7.4,1786,1,4,44,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:50.340,107,24.60,7.6,1786,1,5,77,-3,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:50.460,107,24.60,7.6,1849,1,12,104,-4,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:50.570,107,24.50,7.5,1917,-16,17,139,-20,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:50.690,107,24.50,8.1,1974,-15,34,195,-20,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:50.810,100,24.50,8.1,1974,0,36,196,-38,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:50.920,100,24.50,8.3,2016,1,33,198,-39,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:51.040,100,24.50,8.5,2071,1,29,196,-33,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:51.160,100,24.50,8.5,2071,1,25,195,-14,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:51.280,103,24.50,9.0,2118,1,19,211,-9,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:51.390,103,24.20,9.4,2163,1,5,252,-6,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:51.510,103,24.30,9.4,2163,1,5,272,-4,1024,-615,292,0,0,-1024,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-02-29,15:22:51.620,100,24.30,9.3,2187,1,4,278,-3,1024,-615,292,0,0,-1024,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
