Date,Time,RSSI(dB),RxBt(V),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-12-06,12:28:53.860,93,8.1,172,0,262,340,-1,1021,204,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:28:54.360,90,8.1,199,0,48,368,0,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:28:54.860,91,8.1,238,3,6,379,163,1021,204,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:28:55.360,92,8.1,274,0,1,387,1,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:28:55.860,89,8.1,313,-24,46,424,6,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:28:56.360,86,8.1,340,-19,3,442,9,1021,204,-22,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:28:56.860,91,8.1,365,0,4,459,1,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:28:57.360,90,8.1,367,0,5,474,0,1021,204,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:28:57.860,93,8.1,380,0,1,481,2,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:28:58.360,94,8.1,382,0,4,482,1,1021,204,-22,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:28:58.860,92,8.1,388,0,1,480,1,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:28:59.360,90,8.1,391,0,31,471,2,1021,204,-21,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:28:59.860,92,8.1,389,0,39,472,1,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:29:00.360,95,8.1,386,0,25,487,34,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:29:00.860,93,8.1,398,0,13,538,75,1021,204,-22,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:29:01.360,91,8.1,398,0,11,475,42,1021,204,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:29:01.860,93,8.1,398,0,8,473,55,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2019-12-06,12:29:02.360,90,8.1,395,0,23,473,4,1021,204,-21,0,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2019-12-06,12:29:02.870,91,8.1,395,0,11,473,1,1021,204,-22,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2019-12-06,12:29:03.370,92,8.0,402,0,1,473,1,1021,204,-22,-1,-3,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2019-12-06,12:29:03.870,90,8.0,410,0,1,473,1,1021,204,-22,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2019-12-06,12:29:04.370,88,8.0,425,0,1,473,5,1021,204,-21,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:04.870,92,8.0,421,0,1,417,1,1021,204,-22,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:05.370,90,8.0,440,0,1,418,48,1021,204,-22,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:05.870,92,8.0,461,0,54,492,3,1021,204,-22,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:06.370,88,8.0,452,0,2,542,33,1021,204,-22,0,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:06.870,89,8.0,464,0,-18,526,76,1021,204,-22,0,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:07.370,85,8.0,467,-57,5,536,1,1021,204,-21,0,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:07.870,88,8.0,476,-148,34,471,3,1021,204,-22,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:08.370,90,8.0,487,-176,79,493,-15,1021,204,-22,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:08.870,85,8.0,501,-91,2,499,-1,1021,204,-22,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:09.370,84,8.0,515,-1,23,489,1,1021,204,-21,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:09.870,88,8.0,514,0,39,472,87,1021,204,-22,0,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:10.370,85,8.0,528,0,5,483,32,1021,204,-22,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:10.870,88,8.0,537,0,43,467,109,1021,204,-21,0,-3,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:11.370,81,8.0,552,0,4,459,1,1021,204,-22,0,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:11.870,82,8.0,574,0,41,439,-15,1021,204,-21,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:12.370,91,8.0,600,-1,-26,415,-20,1021,204,-22,0,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:12.870,86,8.0,601,0,11,434,52,1021,204,-21,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:13.370,85,8.0,615,0,12,413,-1,1021,204,-22,0,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:13.870,84,8.0,626,0,11,412,-3,1021,204,-22,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:14.370,84,8.0,637,0,1,400,33,1021,204,-22,0,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:14.870,82,8.0,658,0,0,392,34,1021,204,-21,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:15.370,85,8.0,678,0,3,389,61,1021,204,-22,0,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:15.870,88,8.0,684,0,1,384,11,1021,204,-22,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:16.370,89,8.0,690,0,-1,379,45,1021,204,-21,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:16.870,87,8.0,692,3,47,393,2,1021,204,-22,0,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:17.370,89,8.0,700,-62,42,378,6,1021,204,-22,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:17.870,91,8.0,704,-317,-2,454,-100,1021,204,-21,-1,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.9
2019-12-06,12:29:18.370,89,8.0,670,-309,-10,266,-1,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:18.870,79,8.0,618,-418,-82,417,24,1021,204,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:19.370,82,8.0,540,-163,-87,509,15,1021,204,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:19.870,88,8.0,489,-59,41,531,-25,1021,204,-21,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:20.370,88,8.0,449,-2,54,466,-20,1021,204,-22,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:20.870,88,8.0,427,0,34,538,-19,1021,204,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:21.370,88,8.0,404,0,-26,543,9,1021,204,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:54.330,93,8.0,0,0,0,-102,1,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:54.820,82,8.0,0,0,0,-102,1,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:55.320,83,8.0,0,0,0,-102,1,1021,204,-21,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:55.820,77,8.0,0,0,0,-101,1,1021,204,-22,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:56.320,83,8.0,0,0,0,-101,1,1021,204,-22,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:56.820,91,8.0,0,0,-6,-28,1,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:57.320,94,8.0,0,0,0,-28,1,1021,204,-21,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:57.820,93,8.0,38,0,0,-28,1,1021,204,-22,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:58.320,94,8.0,56,0,0,-28,1,1021,204,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:58.820,91,8.0,94,0,0,-28,1,1021,204,-22,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:59.320,93,8.0,130,0,0,-28,1,1021,204,-21,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:29:59.820,94,8.0,167,0,0,-28,1,1021,204,-21,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:00.320,94,8.0,201,0,57,-28,1,1021,204,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:00.820,94,8.0,249,0,1,-28,0,1021,204,-22,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:01.320,93,8.0,281,0,1,-28,1,1021,204,-21,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:01.820,93,8.0,319,0,42,-28,0,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:02.320,91,8.0,345,0,-13,-2,1,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:02.820,92,8.0,353,-31,0,18,1,1021,204,-21,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:03.320,95,8.0,361,0,44,22,-1,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:03.820,94,8.0,376,0,1,22,1,1021,204,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:04.320,93,8.0,380,0,1,22,1,1021,204,-22,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:04.820,91,8.0,379,0,0,37,1,1021,204,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:05.320,94,8.0,386,0,-11,147,1,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:05.820,96,8.0,380,0,0,170,5,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:06.320,91,8.0,393,0,1,190,1,1021,204,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:06.820,94,8.0,391,0,1,205,1,1021,204,-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:07.320,95,8.0,381,0,6,242,1,1021,204,-21,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:07.820,94,8.0,389,-1,48,363,1,1021,204,-21,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:08.320,96,8.0,385,0,5,326,39,1021,204,-22,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:30:08.830,93,8.0,393,0,3,326,18,1021,204,-22,-1,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:09.330,92,8.0,391,0,35,339,20,1021,204,-22,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:09.830,95,8.0,403,0,62,338,5,1021,204,-22,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:10.330,94,8.0,404,0,23,354,3,1021,204,-22,0,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:10.830,94,8.0,412,0,13,365,3,1021,204,-22,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:11.330,95,8.0,420,0,27,430,1,1021,204,-21,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:11.830,97,8.0,425,0,3,475,21,1021,204,-21,0,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:12.330,95,8.0,439,0,2,524,31,1021,204,-21,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:12.830,94,8.0,442,0,12,518,68,1021,204,-22,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:13.330,87,8.0,460,0,150,494,139,1021,204,-22,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:13.830,89,8.0,467,0,-91,509,3,1021,204,-22,-1,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:14.330,92,8.0,476,-1,-2,476,-8,1021,204,-22,0,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:14.830,93,8.0,490,0,-44,479,-1,1021,204,-21,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:15.330,89,8.0,504,-122,-11,483,14,1021,204,-22,0,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:15.830,90,8.0,516,0,3,426,16,1021,204,-22,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:16.330,86,8.0,522,0,2,457,63,1021,204,-22,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:16.830,87,8.0,536,32,10,462,84,1021,204,-22,0,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:17.330,82,8.0,541,66,1,463,-56,1021,204,-21,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:17.830,83,8.0,554,74,46,434,22,1021,204,-22,0,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:18.330,89,8.0,571,1,33,457,2,1021,204,-22,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:18.830,89,8.0,579,1,0,400,4,1021,204,-22,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:19.330,92,8.0,614,0,-21,410,1,1021,204,-21,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:19.830,90,8.0,622,0,0,418,-10,1021,204,-21,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:20.330,90,8.0,618,-54,-26,417,-39,1021,204,-22,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:20.830,90,8.0,618,-15,-18,406,-2,1021,204,-21,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:21.330,90,8.0,621,-2,13,416,-16,1021,204,-22,0,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:21.830,88,8.0,625,-31,-1,421,25,1021,204,-21,0,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:22.330,88,8.0,621,-28,36,422,2,1021,204,-22,0,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:22.830,88,8.0,618,-3,20,414,25,1021,204,-22,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:23.330,89,8.0,629,-79,-41,418,34,1021,204,-21,0,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:23.830,88,8.0,614,-25,46,414,-52,1021,204,-22,0,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:24.330,85,8.0,622,-8,1,393,0,1021,204,-22,0,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:24.830,86,8.0,610,-11,-12,434,1,1021,204,-22,0,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:25.330,88,8.0,622,-41,1,417,-1,1021,204,-21,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:25.830,85,8.0,616,-21,16,403,-1,1021,204,-22,-1,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:30:26.330,80,8.0,629,-16,2,405,-6,1021,204,-21,-1,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:31:09.450,89,8.0,0,0,0,516,2,1021,204,-22,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:09.940,94,8.0,0,-1,0,590,2,1021,204,-22,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:10.440,93,8.0,0,0,-7,157,2,1021,204,-21,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:10.940,95,8.0,0,12,1,150,1,1021,204,-22,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:11.440,93,8.0,0,2,9,129,-3,1021,204,-22,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:11.940,95,8.0,0,0,-2,128,1,1021,204,-22,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:12.440,91,8.0,19,0,0,28,1,1021,204,-22,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:12.940,92,8.0,91,0,1,40,0,1021,204,-21,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:13.440,93,8.0,158,1,26,35,1,1021,204,-21,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:13.940,95,8.0,242,1,14,44,1,1021,204,-21,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:14.440,95,8.0,322,0,3,59,1,1021,204,-21,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:14.940,91,8.0,425,0,1,64,1,1021,204,-22,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:15.440,90,8.0,521,0,16,72,0,1021,204,-22,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:15.940,91,8.0,610,-1,6,72,0,1021,204,-22,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:16.440,92,8.0,696,1,0,73,1,1021,204,-21,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:16.940,95,8.0,784,-5,0,86,2,1021,204,-21,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:17.440,95,8.0,833,-43,43,104,109,1021,204,-21,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:17.940,95,8.0,914,-11,80,113,159,1021,204,-22,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:18.440,91,8.0,1055,-27,49,132,133,1021,204,-21,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:18.940,92,8.0,1138,-2,1,150,103,1021,204,-22,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:19.440,92,8.0,1304,-1,23,213,126,1021,204,-21,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:19.940,93,8.0,1383,0,26,356,83,1021,204,-22,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:20.440,93,8.0,1475,0,8,424,5,1021,204,-22,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:20.940,94,8.0,1565,-1,33,519,4,1021,204,-22,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:21.440,91,8.0,1594,-28,14,443,43,1021,204,-21,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:21.940,95,8.0,1604,-78,16,452,9,1021,204,-21,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:22.440,89,8.0,1624,-183,16,477,0,1021,204,-21,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:22.940,95,8.0,1646,-158,42,437,4,1021,204,-22,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:23.440,87,8.0,1625,-47,-12,466,41,1021,204,-22,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:23.940,79,8.0,1594,-2,40,479,15,1021,204,-21,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2019-12-06,12:31:24.440,87,8.0,1586,-1,9,472,2,1021,204,-22,-1,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:31:24.940,87,8.0,1587,-1,-11,426,-4,1021,204,-22,0,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:31:25.440,87,8.0,1643,-1,134,451,64,1021,204,-22,-1,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:31:25.940,90,8.0,1696,-1,-59,449,37,1021,204,-22,-1,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:31:26.440,91,8.0,1792,-1,-9,422,-22,1021,204,-21,-1,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:31:26.940,89,8.0,1807,-1,-3,407,-4,1021,204,-22,-1,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:31:27.440,86,8.0,1831,-1,62,423,0,1021,204,-21,-1,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:31:27.940,88,8.0,1812,-1,29,400,59,1021,204,-22,-1,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:31:28.440,89,8.0,1806,-1,32,427,4,1021,204,-22,-1,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
2019-12-06,12:31:28.940,88,8.0,1815,-1,1,424,1,1021,204,-21,-1,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.9
