Date,Time,RSSI(dB),RxBt(V),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-03,20:51:35.120,88,8.1,0,-1,3,26,0,-1024,614,306,0,0,1000,-961,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,20:51:35.610,98,8.1,0,-1,2,26,0,-1024,614,306,0,0,1000,-961,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,20:58:07.100,85,8.1,0,-1,1,-24,2,-1024,614,306,0,0,1001,-961,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,20:58:07.590,84,8.1,0,0,1,-24,2,-1024,614,306,0,0,1001,-963,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,20:58:08.090,84,8.1,0,-1,1,-24,2,-1024,614,305,0,0,1001,-963,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,20:58:08.590,83,8.1,0,-1,1,-24,2,-1024,614,305,0,0,1001,-961,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,20:58:09.100,88,8.1,0,0,1,-24,2,-1024,614,305,0,0,1001,-963,-1,-1,0,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,20:58:09.650,85,8.1,0,-1,1,-24,2,-1024,614,305,0,0,1001,-963,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,20:58:10.190,86,8.1,0,-1,1,-24,2,-1024,614,305,0,0,1001,-961,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,20:58:15.300,88,8.1,0,-1,1,-24,2,-1024,614,306,0,0,1001,-961,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,20:58:18.400,93,8.1,0,0,1,-24,2,-1024,614,305,0,0,1001,-961,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,20:58:18.900,85,8.1,0,-1,1,-24,2,-1024,614,305,0,0,1001,-961,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,20:58:20.810,86,8.1,0,-1,1,-24,2,-1024,614,306,0,0,1001,-961,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,20:58:21.300,87,8.1,0,-1,1,-24,2,-1024,614,305,0,0,1001,-961,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,21:01:33.670,88,8.1,0,0,0,1024,2,-1024,614,306,0,0,1001,-963,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,21:01:34.170,86,8.1,0,-1,1,1024,2,-1024,614,306,0,0,1001,-961,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-02-03,21:22:45.140,98,7.8,0,-2,0,-1024,2,-1024,614,306,0,0,1001,-963,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.6
2020-02-03,21:22:45.640,95,7.8,0,-2,1,-1024,2,-1024,614,305,0,0,1001,-963,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.6
2020-02-03,21:22:46.140,100,7.8,0,-2,1,-1024,2,-1024,614,306,0,0,1001,-964,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.6
2020-02-03,21:22:46.640,99,7.8,0,-2,1,-1024,2,-1024,614,306,0,0,1001,-963,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.6
2020-02-03,21:22:47.140,98,7.8,0,-2,1024,-1024,3,-1024,614,305,0,0,1001,-963,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.6
2020-02-03,21:22:47.640,98,7.8,0,-2,1024,-1024,3,-1024,614,305,0,0,1001,-964,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.6
2020-02-03,21:22:48.140,97,7.8,0,-1,1024,-1024,12,-1024,614,305,0,0,1001,-963,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.6
2020-02-03,21:22:48.640,96,7.8,0,-2,981,-1024,4,-1024,614,305,0,0,1001,-963,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.6
