Date,Time,RSSI(dB),RxBt(V),mAh(mAh),Volt(V),Amps(A),RPM(rpm),FET(@C),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-05-23,09:52:34.690,80,8.1,10,50.30,0.7,0,31,-5,-4,-433,6,694,614,1013,0,0,-1,991,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-05-23,09:52:34.750,80,8.1,10,50.30,0.7,0,31,-7,-4,-435,6,693,614,1013,0,0,0,991,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-05-23,09:52:34.860,92,8.1,10,50.30,0.5,0,31,-7,-4,-436,6,693,614,1013,0,0,0,991,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-05-23,09:52:34.970,92,8.1,10,50.30,0.5,0,31,-7,-4,-436,6,694,614,1013,0,0,-1,993,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-05-23,09:52:35.080,92,8.1,10,50.30,0.4,0,31,-7,-4,-436,6,693,614,1013,0,0,-1,993,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-05-23,09:52:35.190,92,8.1,10,50.30,1.3,0,31,-7,-4,-436,6,694,614,1013,0,0,-1,991,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-05-23,09:52:35.300,85,8.1,10,50.30,1.3,0,31,-5,-4,-436,6,694,614,1013,0,0,0,993,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-05-23,09:52:35.410,85,8.1,10,50.30,0.6,0,31,-5,-4,-436,6,693,614,1013,0,0,0,993,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-05-23,09:52:35.520,85,8.1,10,50.30,0.7,29,31,-7,-4,-436,6,693,614,1013,0,0,-1,993,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-05-23,09:52:35.630,85,8.1,10,50.30,0.7,29,31,-7,-4,-436,6,694,614,1013,0,0,-1,993,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
