Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-02,21:31:03.830,2,21,-1005,-2,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:04.320,3,5,-1005,-2,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:04.820,2,5,-1005,-2,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:05.320,3,5,-1005,-2,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:05.820,2,5,-1005,-2,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:06.320,3,5,-775,-2,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:06.820,2,5,-292,-2,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:07.320,3,5,-294,-2,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:07.820,3,3,-310,-3,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:08.320,3,79,-488,-4,1024,614,-20,0,0,601,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:08.820,2,3,-103,-3,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:09.320,3,5,-206,-2,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:09.820,3,5,-206,-2,1024,614,-20,0,0,601,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:10.320,2,5,-207,-2,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:10.820,2,5,-207,-2,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:11.320,2,112,-207,-2,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:11.820,2,4,-96,-2,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:12.320,2,5,-136,-2,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:12.820,3,12,-17,-2,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:13.320,2,12,124,12,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-02,21:31:13.820,5,10,196,-1,1024,614,-20,0,0,600,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
