Date,Time,RSSI(dB),RxBt(V),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-08-16,18:52:19.470,116,7.1,0,0,2,-1024,0,734,-615,1024,0,0,-2,-1,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:19.560,116,7.1,0,0,3,-1024,0,733,-615,1024,0,0,-2,-3,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:19.660,116,7.1,0,0,2,-1024,0,734,-615,1024,0,0,-2,-1,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:20.360,116,7.1,0,0,2,-1024,0,734,-615,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:20.460,116,7.1,0,0,3,-1024,0,734,-615,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:20.560,114,7.1,0,0,3,-1024,0,733,-615,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:23.320,114,7.1,0,0,3,-1024,0,734,-615,1024,0,0,-2,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:23.410,114,7.1,0,0,3,-1024,0,734,-615,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:23.510,114,7.1,0,0,3,-1024,0,733,-615,1024,0,0,-2,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:23.610,114,7.1,0,0,3,-1024,0,734,-615,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:23.710,114,7.1,0,0,3,-1024,0,734,-615,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:23.810,114,7.1,0,0,3,-1024,0,734,-615,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:23.910,114,7.1,0,0,3,-1024,0,734,-615,1024,0,0,-2,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:24.010,114,7.1,0,0,2,-1024,0,733,-615,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:24.110,114,7.1,0,0,2,-1024,0,734,-615,1024,0,0,-2,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:24.210,114,7.1,0,0,2,-1024,0,734,-615,1024,0,0,-2,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:24.310,114,7.1,0,0,2,-1024,0,734,-615,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:24.410,114,7.1,0,0,2,-1024,0,734,-615,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:24.510,114,7.1,0,0,2,-1024,0,734,-615,1024,0,0,-2,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:25.120,112,7.1,0,0,2,-1024,0,734,-615,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:25.220,112,7.1,0,0,2,-1024,0,734,-615,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:25.320,112,7.1,0,0,3,-1024,0,734,-615,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:25.420,114,7.1,0,0,3,-1024,0,734,-615,1024,0,0,-2,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:25.520,114,7.1,0,0,2,-1024,0,734,-615,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:25.620,114,7.1,0,0,3,-1024,0,734,-615,1024,0,0,-2,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
2020-08-16,18:52:25.720,114,7.1,0,0,2,-1024,0,734,-615,1024,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
