Date,Time,RSSI(dB),RxBt(V),mAh(mAh),Volt(V),Amps(A),RPM(rpm),FET(@C),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-06-12,07:04:52.400,87,8.1,53,50.10,1.0,0,30,-1,1,-311,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:52.460,87,8.1,53,50.10,1.0,0,30,-1,1,-311,1,-123,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:52.570,82,8.1,53,50.10,0.8,0,30,0,1,-311,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:52.680,82,8.1,53,50.10,0.8,0,30,0,1,-311,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:52.790,82,8.1,53,50.10,0.8,0,30,0,1,-311,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:52.900,82,8.1,53,50.10,0.5,0,30,0,1,-312,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:53.010,84,8.1,53,50.10,0.5,0,30,0,1,-311,1,-123,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:53.120,84,8.1,53,50.10,3.1,0,30,0,1,-311,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:53.230,84,8.1,53,50.10,0.4,0,30,0,1,-311,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:53.340,84,8.1,53,50.10,0.4,0,30,0,1,-311,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:53.450,91,8.1,53,50.10,1.4,19,30,1,1,-435,1,-123,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:53.570,91,8.1,53,50.10,1.2,37,30,0,1,-454,1,-123,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:53.680,91,8.1,53,50.10,1.2,37,30,48,1,-316,1,-123,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:53.790,91,8.1,53,50.10,0.7,39,30,0,1,163,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:53.900,88,8.2,53,50.10,1.1,39,30,0,1,179,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:54.010,88,8.2,54,50.10,1.1,41,30,1,2,242,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:54.120,88,8.2,54,50.10,0.7,42,30,258,1,1024,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:54.230,88,8.2,54,50.10,1.0,43,30,-2,1,672,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:54.340,92,8.2,54,50.10,1.0,43,30,-31,1,-265,1,-124,-615,1024,0,0,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:54.460,92,8.2,54,50.10,1.3,46,30,-5,1,-446,1,-124,-615,1024,0,0,1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:54.570,92,8.2,54,50.10,0.9,48,30,49,1,79,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:54.680,92,8.2,54,50.10,0.9,48,30,1,1,820,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:54.790,81,8.2,54,50.10,1.0,51,30,0,0,205,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:54.900,81,8.2,54,50.10,1.4,57,30,0,1,-15,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:55.010,81,8.2,54,50.10,1.4,57,30,0,1,-18,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:55.120,81,8.2,54,50.10,0.9,63,30,0,1,-19,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:55.230,85,8.2,54,50.10,0.8,63,30,0,1,-20,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:55.350,85,8.2,54,50.10,0.8,70,30,0,0,-20,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:55.460,85,8.2,54,50.10,1.5,76,30,0,1,-20,1,-124,-615,1024,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:55.570,85,8.2,54,50.10,1.0,76,30,0,2,-20,1,-123,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:55.680,90,8.2,54,50.10,1.0,82,30,0,1,-20,1,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:55.790,90,8.2,54,50.10,1.5,88,30,0,185,-20,462,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:55.900,90,8.2,54,50.10,1.3,88,30,0,355,-20,604,-123,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:56.010,90,8.2,54,50.10,1.3,96,30,0,0,-20,-388,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:56.120,84,8.2,54,50.10,1.6,106,30,0,-397,-20,-70,-124,-615,1024,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-06-12,07:04:56.240,84,8.2,54,50.10,1.4,117,30,0,-91,-20,587,-124,-615,1024,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
