Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-24,07:53:55.270,0,2,-1024,0,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:53:55.350,0,2,-1024,0,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:53:55.450,0,1,-1024,0,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:53:55.550,0,2,-1024,0,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:53:55.650,0,2,-1024,0,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:53:55.750,0,2,-1024,0,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:53:55.850,0,2,-1024,0,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:53:55.950,0,2,-1024,0,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:53:56.050,0,2,-1024,0,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:53:56.210,1,2,-1024,0,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:53:57.790,0,1,-1024,0,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:53:57.990,0,2,-1024,0,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:53:58.090,0,2,-1024,0,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:53:58.190,0,2,-1024,0,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:53:58.290,0,2,-1024,0,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:53:58.390,1,2,-1024,0,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
