Date,Time,A2(V),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-14,10:12:43.040,11.1,95,8.2,-2,0,-1024,2,486,1023,936,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:43.100,11.1,95,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:43.200,11.1,95,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:43.300,11.1,95,8.2,-2,0,-1024,2,488,1023,936,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:43.400,11.1,95,8.2,-2,0,-1024,2,488,1023,936,0,0,1004,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:43.500,11.1,95,8.2,-2,0,-1024,2,486,1023,936,0,0,1004,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:43.600,11.1,95,8.2,-2,0,-1024,2,488,1023,936,0,0,1004,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:43.700,11.1,95,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-3,-1,-1,1,-1,1,-1,1,-1,0x000000000000000A,7.6
2020-07-14,10:12:43.800,11.1,95,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-3,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:43.900,11.1,95,8.2,-2,0,-1024,2,488,1023,936,0,0,1004,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:44.000,11.1,95,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:44.100,11.1,95,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:44.200,11.1,95,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:44.300,11.1,95,8.2,-2,0,-1024,1,486,1023,936,0,0,1004,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:44.400,11.1,95,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-3,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:44.500,11.1,95,8.2,-2,0,-1024,2,488,1023,936,0,0,1004,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:44.600,11.1,95,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:44.700,11.1,95,8.2,-2,0,-1024,2,486,1023,936,0,0,1004,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:44.800,11.1,95,8.2,-2,0,-1024,1,486,1023,936,0,0,1004,-3,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:44.900,11.1,95,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:45.000,11.1,95,8.2,-2,0,-1024,2,488,1023,936,0,0,1004,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.6
2020-07-14,10:12:45.100,11.1,95,8.2,-2,0,-1024,1,486,1023,936,0,0,1004,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.6
2020-07-14,10:12:45.200,11.1,95,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.6
2020-07-14,10:12:45.300,11.1,95,8.2,-2,0,-1024,2,488,1023,936,0,0,1004,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.6
2020-07-14,10:12:45.400,11.1,95,8.2,-2,0,-1024,2,488,1023,936,0,0,1004,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.6
2020-07-14,10:12:45.500,11.1,95,8.2,-1,0,-1024,1,486,1023,936,0,0,1004,-1,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.6
2020-07-14,10:12:45.600,11.1,95,8.2,-1,0,-1024,1,486,1023,936,0,0,1004,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.6
2020-07-14,10:12:45.700,11.1,95,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-3,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,7.6
2020-07-14,10:12:45.800,11.1,94,8.2,-2,0,-1024,2,488,1023,936,0,0,1004,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:45.910,11.1,94,8.2,-2,0,-1024,2,488,1023,936,0,0,1004,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:46.010,11.1,94,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:46.110,11.1,94,8.2,-2,0,-1024,2,488,1023,936,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:46.210,11.1,94,8.2,-1,0,-1024,2,488,1023,936,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:46.310,11.1,94,8.2,-2,0,-1024,2,488,1023,936,0,0,1004,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:46.410,11.1,94,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:46.510,11.1,94,8.2,-2,0,-1024,2,488,1023,936,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:46.610,11.1,94,8.2,-2,-1,-1024,2,488,1023,936,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:46.710,11.1,94,8.2,-2,0,-1024,1,486,1023,936,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:46.810,11.1,94,8.2,-2,0,-1024,2,488,1023,936,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,10:12:46.910,11.1,94,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:47.010,11.1,94,8.2,-2,-1,-1024,2,486,1023,936,0,0,1004,-3,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:47.110,11.1,94,8.2,-2,0,-1024,1,488,1023,936,0,0,1004,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:47.210,11.1,94,8.2,-2,0,-1024,2,488,1023,936,0,0,1004,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,10:12:47.310,11.1,94,8.2,-2,0,-1024,2,486,1023,936,0,0,1004,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-14,21:33:41.730,0.0,0,0.0,2,3,-1024,-2,739,1023,1015,0,0,-3,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:41.830,0.0,0,0.0,2,4,-1024,-2,739,1023,1015,0,0,-3,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:41.930,0.0,0,0.0,2,3,-1024,-2,739,1023,1015,0,0,-3,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:42.030,0.0,0,0.0,2,3,-1024,-2,739,1023,1015,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:42.130,0.0,0,0.0,2,3,-1024,-2,739,1023,1015,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:42.230,0.0,0,0.0,2,3,-1024,-2,739,1023,1015,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:42.330,0.0,0,0.0,2,4,-1024,-2,739,1023,1015,0,0,-3,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:42.430,0.0,0,0.0,2,4,-1024,-2,739,1023,1015,0,0,-3,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:42.530,0.0,0,0.0,2,3,-1024,-2,739,1023,1015,0,0,-3,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:42.630,0.0,0,0.0,2,3,-1024,-2,739,1023,1015,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:42.730,0.0,0,0.0,2,3,-1024,-2,739,1023,1015,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:42.830,0.0,0,0.0,2,3,-1024,-2,739,1023,1015,0,0,-3,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:43.060,0.0,0,0.0,2,3,-1024,-2,739,1023,1015,0,0,-3,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:43.160,0.0,0,0.0,2,3,-1024,-2,739,1023,1015,0,0,-3,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:44.740,0.0,0,0.0,2,3,-1024,-2,-808,1023,1015,0,0,-3,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:44.840,0.0,0,0.0,2,3,-1024,-2,-808,1023,1015,0,0,-3,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:44.940,0.0,0,0.0,2,3,-1024,-2,-807,1023,1015,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:45.040,0.0,0,0.0,2,3,-1024,-2,-808,1023,1015,0,0,-2,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:45.140,0.0,0,0.0,2,3,-1024,-2,-807,1023,1015,0,0,-3,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:45.240,0.0,0,0.0,2,3,-1024,-2,-808,1023,1015,0,0,-3,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:45.340,0.0,0,0.0,2,3,-1024,-2,-807,1023,1015,0,0,-3,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-14,21:33:45.440,0.0,0,0.0,2,3,-1024,-2,-808,1023,1015,0,0,-3,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
