Date,Time,RSSI(dB),RxBt(V),mAh(mAh),Amps(A),RPM(rpm),Cap(@C),FET(@C),Volt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-08,15:30:27.500,86,8.0,156,31.1,2053,30,17,22.90,-35,-66,-174,87,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:28.010,91,8.0,160,29.1,2019,30,17,22.98,-155,-318,-623,5,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:28.520,91,8.0,165,53.0,1972,30,18,22.36,-59,-201,-487,-144,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:29.020,91,8.0,173,38.4,1991,30,18,22.64,-96,-273,-585,-54,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:29.540,83,8.0,180,45.7,1975,30,18,22.45,-69,-318,-586,3,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:30.040,79,8.0,188,41.9,2005,30,18,22.45,-110,-176,-581,111,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:30.550,84,8.0,195,48.6,1993,31,19,22.42,-64,-118,-546,109,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:31.070,83,8.0,202,34.0,2013,31,19,22.60,-59,-62,-508,109,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:31.570,79,8.0,207,32.3,2004,31,19,22.68,-75,-93,-513,-12,1024,1023,850,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:32.080,80,8.0,213,32.6,2015,31,20,22.70,-99,-88,-460,-54,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:32.590,73,8.0,220,31.1,2013,31,20,22.76,-85,-4,-381,-62,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:33.100,72,8.0,223,26.4,2029,31,20,22.89,-78,-117,-397,-13,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:33.610,73,8.0,229,23.5,2001,31,20,22.90,-84,-104,-410,-10,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:34.120,70,8.0,234,27.6,2008,31,20,22.86,-81,-153,-317,-119,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:34.640,81,8.0,238,26.2,2010,31,20,22.94,-96,-203,-369,-70,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:35.150,91,8.0,242,24.1,1988,31,20,22.85,-98,-76,-483,-27,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:35.650,94,8.0,248,34.6,1977,31,21,22.70,-86,-88,-483,-14,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:36.170,96,8.0,253,35.5,1985,31,21,22.73,-88,-160,-479,-13,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:36.680,85,8.0,259,32.6,1986,31,21,22.66,-72,-160,-458,-95,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:37.190,88,8.0,265,34.3,1990,31,21,22.66,-65,-198,-444,-133,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:37.700,79,8.0,271,31.1,2000,32,21,22.70,-86,-168,-465,-16,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:38.210,81,8.0,276,32.3,1989,32,22,22.54,-83,-223,-508,110,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:38.720,77,8.0,283,40.5,2000,32,22,22.61,-74,-115,-472,12,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:39.230,82,8.0,289,32.0,2004,32,22,22.69,-76,-119,-468,66,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:39.740,73,8.0,294,30.5,2007,32,22,22.67,-74,-136,-457,4,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:40.260,73,8.0,299,29.4,2015,32,22,22.72,-94,-107,-419,-12,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:40.770,80,8.0,305,30.8,2000,32,23,22.79,-92,-130,-405,-12,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:41.270,86,8.0,310,23.5,2007,32,23,22.83,-434,-562,245,-12,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:41.790,85,8.0,314,22.4,2091,33,23,22.96,-463,-68,397,-186,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:42.300,79,8.0,317,18.0,2163,33,23,23.04,19,593,-706,-61,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:42.810,81,8.0,322,35.8,1931,32,23,22.80,18,-234,632,52,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:43.320,89,8.0,328,41.9,1958,32,23,22.56,46,846,-497,-129,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:43.830,84,8.0,337,58.0,1950,33,24,21.74,101,-571,-419,76,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:44.350,94,8.0,345,62.1,1959,33,23,22.11,8,915,485,-42,1024,1023,850,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:44.860,81,8.0,355,70.0,1956,34,24,21.71,9,-728,670,159,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:45.370,85,8.0,365,50.4,1994,35,24,22.14,-48,871,-458,-49,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:45.880,81,8.0,374,64.7,1969,36,24,21.82,9,-749,446,33,1024,1023,850,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:46.390,87,8.0,382,30.8,2074,36,24,22.46,-926,352,-250,-502,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:46.900,87,8.0,387,44.8,1990,37,25,22.16,-91,653,172,-58,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:47.420,86,8.0,395,41.6,2025,37,25,22.29,89,324,258,-245,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:47.930,86,8.0,401,34.6,2010,37,27,22.42,62,-503,907,246,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:48.440,90,8.0,412,82.8,1905,37,26,21.12,11,-300,1024,-10,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:48.940,89,8.0,425,74.9,2018,38,26,21.78,9,-287,481,92,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:49.460,84,8.0,431,38.1,2012,39,26,22.26,-10,9,-846,-14,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:49.970,89,8.0,442,81.3,1942,39,26,21.21,-55,10,-1024,119,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:50.510,92,8.0,455,74.3,1989,40,27,21.44,9,-402,-1024,-62,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:51.040,88,8.0,468,43.1,2056,41,27,21.99,9,-558,-1024,21,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:51.560,78,8.0,477,64.4,1966,41,27,21.61,41,-782,-608,9,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:52.070,78,8.0,488,43.1,2045,42,27,21.54,9,-312,-211,-45,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:52.580,82,8.0,493,26.7,2147,42,28,22.47,9,-389,-272,-14,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:53.100,85,8.0,497,23.2,2124,42,28,22.54,9,-39,-362,-26,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:53.610,86,8.0,501,24.7,2070,42,29,22.57,9,-79,-387,-47,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:54.120,85,8.0,506,22.9,2025,41,29,22.54,8,-144,-662,-19,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:54.630,76,8.0,513,51.9,1913,41,29,21.52,10,134,-833,-135,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:55.140,77,8.0,524,47.8,1980,41,29,21.82,-16,892,-736,-94,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:55.650,88,8.0,536,74.9,1928,42,29,21.25,-7,869,-142,-150,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:56.160,74,8.0,544,47.2,2036,42,29,22.25,-19,237,-377,-42,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:56.680,80,7.9,551,55.4,1987,43,30,21.77,-857,302,-557,411,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:57.190,84,7.9,557,28.5,2046,43,30,22.42,-825,11,346,-286,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:57.700,81,7.9,562,36.4,1986,43,30,22.28,-329,454,812,45,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:58.210,87,8.0,571,72.9,1927,43,30,21.57,-69,299,592,598,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:58.730,83,8.0,579,27.0,2066,43,30,22.38,-68,12,207,-27,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:59.240,78,8.0,584,22.1,2138,43,31,22.56,-280,-251,38,132,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.0
2020-02-08,15:30:59.760,79,8.0,588,21.2,2149,43,31,22.64,-121,-136,-17,-130,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:00.290,89,8.0,591,19.4,2124,43,31,22.69,-75,-169,-96,-151,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:00.820,84,8.0,594,28.2,2144,42,31,22.61,-88,-153,-26,-13,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:01.350,80,8.0,599,33.5,2194,42,32,22.51,-36,-145,-54,-2,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:01.880,81,8.0,606,30.5,2264,41,32,22.56,-52,-112,-69,-26,1024,1023,850,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:02.400,85,8.0,611,34.9,2275,41,32,22.59,-355,-232,-610,-91,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:02.910,92,8.0,620,86.6,2177,41,32,21.70,-591,-34,-141,318,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:03.420,90,8.0,629,46.3,2299,41,32,22.37,-195,-266,-100,-13,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:03.940,92,8.0,637,78.1,2167,41,32,20.97,-639,589,309,1024,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:04.450,91,8.0,653,84.6,2276,41,32,20.94,-146,-337,70,144,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:04.960,95,8.0,665,87.2,2203,42,33,21.00,-980,789,138,-883,1024,1023,850,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:05.470,94,8.0,681,95.1,2324,43,33,20.85,-967,-208,904,-173,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:05.990,96,8.0,695,50.1,2295,43,33,21.62,-463,-687,324,545,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:06.500,83,7.9,709,106.2,2274,44,33,20.63,4,-805,668,101,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:07.000,85,7.9,721,78.1,2346,44,33,21.01,6,-870,-694,-8,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:07.520,83,7.9,738,85.1,2323,45,33,20.65,151,-783,200,22,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:08.030,71,8.0,750,80.5,2307,45,34,20.98,8,-903,-89,-10,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:08.540,85,8.0,762,54.8,2368,46,34,21.43,8,-28,-461,-12,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-02-08,15:31:09.050,81,8.0,774,132.7,2195,46,34,20.05,-39,-9,-1024,-12,1024,1023,849,0,0,-1024,0,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
