Date,Time,RSSI(dB),mAh(mAh),Volt(V),Amps(A),RPM(rpm),FET(@C),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-05-10,09:56:44.030,97,8,24.20,5.4,1574,22,-8,46,382,-3,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:44.150,100,8,24.20,5.7,1625,22,-1,-53,426,13,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:44.270,100,8,24.20,5.7,1625,22,1,-119,440,43,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:44.380,100,8,24.20,6.0,1655,22,-52,-96,441,-2,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:44.500,100,8,24.20,6.3,1689,22,-41,-10,445,-4,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:44.620,102,9,24.20,6.6,1717,22,2,3,472,-22,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:44.730,102,9,24.20,6.6,1717,22,2,4,489,-27,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:44.840,102,9,24.10,6.8,1737,22,2,4,541,-8,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:44.960,102,9,24.10,7.3,1761,22,-104,4,544,-6,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:45.080,93,10,24.10,7.3,1761,22,-102,4,463,-4,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:45.200,93,10,24.10,8.3,1790,22,-185,4,423,-3,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:45.310,93,10,24.00,8.8,1843,22,-293,17,423,-4,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:45.430,104,10,24.00,8.8,1843,22,-264,11,423,-4,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:45.550,104,10,24.10,8.9,1901,22,-302,8,423,-4,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:45.660,104,11,24.10,8.6,1944,22,-444,5,423,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:45.780,104,11,24.10,8.3,1944,22,-587,5,423,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:45.900,106,12,24.10,8.3,2002,22,-724,4,423,-3,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:46.020,106,12,24.00,8.8,2066,22,-726,5,423,-4,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:46.130,106,12,24.00,8.8,2066,22,-743,5,423,-24,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:46.250,106,13,24.00,8.8,2100,22,-759,9,423,-4,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:46.370,94,13,24.00,10.3,2137,22,-764,49,423,76,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:46.490,94,13,23.90,10.6,2177,22,-524,13,423,9,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:46.600,94,13,23.90,10.6,2177,22,33,8,424,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:46.720,94,13,23.90,10.7,2169,23,8,5,424,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:46.840,93,14,23.90,18.7,2242,23,17,5,367,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:46.950,93,15,23.80,18.7,2242,23,684,5,249,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:47.070,93,15,23.80,12.7,2302,23,1024,4,247,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:47.190,101,15,23.50,18.7,2307,23,1024,4,247,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:47.310,101,16,23.70,12.5,2307,23,1024,4,388,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:47.420,101,17,23.70,12.5,2395,23,1024,4,404,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:47.540,101,17,23.80,12.7,2425,23,-48,4,469,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:47.650,94,17,23.70,14.4,2425,23,-141,4,437,-3,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:47.770,94,18,23.70,14.4,2501,23,-183,4,357,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:47.890,94,18,23.80,11.5,2501,23,-884,4,339,-4,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:48.010,94,19,23.90,9.9,2530,23,-1001,4,340,-22,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:48.120,94,19,23.90,9.9,2530,23,-1000,5,341,-26,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:48.240,94,19,23.90,10.3,2544,23,-1024,94,312,-7,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:48.360,94,20,23.90,9.7,2512,23,-1024,4,297,39,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:48.470,94,20,23.80,9.7,2512,23,-74,4,296,-3,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:48.590,100,20,23.80,10.7,2531,23,641,4,330,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:48.710,100,21,23.90,10.5,2440,23,1024,4,290,-3,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:48.830,100,21,23.20,10.5,2440,23,1024,4,289,-3,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:48.940,92,21,23.20,23.9,2525,23,1024,4,288,-3,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:49.060,92,22,23.60,12.0,2540,23,1024,4,288,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:49.180,92,23,23.80,11.1,2545,23,1024,-99,288,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:49.300,92,23,23.80,11.1,2545,23,-39,-118,405,10,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:49.410,93,23,23.80,11.1,2563,23,-57,-22,391,-3,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:49.530,93,24,23.80,9.1,2557,23,-38,-2,390,-2,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:49.650,93,24,23.90,9.1,2557,24,-5,1,355,-2,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:49.760,93,24,23.90,10.0,2528,24,-2,-3,351,0,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:49.880,89,25,23.70,12.9,2536,24,0,-20,339,1,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:50.000,89,25,23.80,12.9,2536,24,1,-23,339,-1,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:50.110,89,25,23.80,11.2,2558,24,-27,-9,339,1,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:50.230,89,26,23.80,10.6,2544,24,-121,3,298,5,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:50.350,94,27,23.80,11.1,2544,24,-304,3,294,2,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:50.470,94,27,23.80,11.1,2560,24,-606,3,292,-1,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:50.580,94,27,23.90,8.9,2583,24,-606,3,290,-127,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:50.700,94,27,23.90,8.5,2583,24,-603,33,290,-167,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:50.810,100,28,23.90,8.5,2583,24,-661,44,305,-35,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:50.930,100,28,23.90,8.8,2552,24,-717,62,393,-10,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:51.050,100,28,23.80,10.0,2533,24,-746,309,380,-104,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:51.170,88,28,23.80,10.0,2533,24,-820,633,607,28,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:51.280,88,29,23.90,10.5,2525,24,-590,297,854,918,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:51.400,88,29,23.80,10.8,2394,24,-382,-197,339,821,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:51.520,88,30,22.70,10.8,2394,24,-177,-159,567,301,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:51.640,92,30,22.70,34.9,2492,24,-119,-269,715,41,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:51.750,92,31,23.10,23.4,2482,24,-149,-579,408,-2,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:51.870,92,33,23.10,25.9,2482,24,-192,-641,-102,27,-1024,614,156,0,0,-1,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-05-10,09:56:51.990,92,34,23.10,25.9,2597,24,-304,-512,-426,1,-1024,614,156,0,0,0,544,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
