Date,Time,RSSI(dB),RxBt(V),A2(V),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-12-05,14:52:19.950,85,8.1,0.0,0,0,2,-141,0,810,-205,1,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:20.450,87,8.1,0.0,0,0,2,-138,0,811,-205,1,-1,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:20.950,87,8.1,0.0,46,0,1,-138,0,811,-205,2,-1,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:21.450,90,8.1,0.0,0,0,2,-138,0,810,-205,2,0,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:21.950,89,8.1,0.0,185,1,2,-138,0,810,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:22.450,87,8.1,0.0,269,0,2,-70,0,810,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:22.950,84,8.1,0.0,411,1,2,-70,0,810,-205,2,0,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:23.450,86,8.1,0.0,498,1,33,-117,0,810,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:23.950,86,8.1,0.0,637,1,3,-85,-1,810,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:24.450,86,8.1,0.0,730,0,3,-81,-1,810,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:24.950,85,8.1,0.0,802,0,1,-81,0,810,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:25.450,87,8.1,0.0,883,0,2,-83,38,811,-205,2,0,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:25.950,86,8.1,0.0,940,0,0,-80,0,811,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:26.450,86,8.1,0.0,988,1,3,-83,0,810,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:26.950,87,8.1,0.0,1079,-8,0,-36,0,810,-205,2,0,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:27.450,87,8.1,0.0,1192,0,2,-31,0,810,-205,1,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:27.950,88,8.1,0.0,1320,-36,1,2,0,811,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:28.450,87,8.1,0.0,1387,-48,2,52,1,810,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:28.950,87,8.0,0.0,1463,0,2,76,15,810,-205,2,0,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:29.450,88,8.0,0.0,1438,-1,0,84,0,810,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:29.950,88,8.0,0.0,1460,-1,-2,150,1,811,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:30.450,89,8.0,0.0,1495,-52,2,168,6,810,-205,2,0,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:30.950,88,8.0,0.0,1567,1,0,189,1,810,-205,2,0,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:31.450,88,8.0,0.0,1666,1,-2,249,1,811,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:31.950,87,8.0,0.0,1763,1,47,361,43,811,-205,2,0,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:32.450,87,8.1,0.0,1790,1,0,406,2,810,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:32.950,87,8.1,0.0,1863,1,2,458,0,810,-205,2,0,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:33.450,83,8.1,0.0,1931,0,6,430,42,810,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:33.950,74,8.1,0.0,2001,-217,24,437,-1,810,-205,2,0,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:34.450,78,8.1,0.0,2058,-231,100,393,-1,811,-205,2,0,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:34.950,84,8.0,0.0,2047,-106,-62,450,41,810,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:35.450,88,8.0,0.0,1949,-5,1,418,-89,811,-205,2,-1,-912,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2019-12-05,14:52:35.950,84,8.0,0.0,2005,-104,-44,442,-36,810,-205,2,-1,-912,-1,-1,1,-1,0,-1,1,-1,0x000000000000000A,8.2
2019-12-05,14:52:36.450,79,8.0,0.0,2083,-323,80,432,-2,810,-205,2,0,-912,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.2
2019-12-05,14:52:36.950,93,8.0,0.0,2149,-336,-37,434,-37,810,-205,2,0,-912,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.2
2019-12-05,14:52:37.450,82,8.0,0.0,2234,-694,3,355,-99,811,-205,2,-1,-912,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.2
