Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-05-30,22:17:06.750,3,4,-1024,-2,527,-205,826,0,0,995,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,0.0
2020-05-30,22:17:07.010,3,5,-1024,-2,527,-205,827,0,0,995,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:07.110,2,4,-1024,-2,527,-205,827,0,0,995,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:07.210,3,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:07.310,2,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:07.410,2,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:07.510,2,5,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:07.610,3,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:07.710,3,4,-1024,-2,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:07.810,3,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:07.910,3,4,-1024,-2,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:08.010,3,4,-1024,-2,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:08.110,2,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:08.210,2,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:08.310,2,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:08.410,2,4,-1024,-2,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:08.510,2,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:08.610,2,4,-1024,-1,527,-205,827,0,0,995,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:08.710,3,4,-1024,-2,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:08.810,2,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:08.910,2,4,-1024,-2,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:09.010,2,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:09.110,3,4,-1024,-2,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:09.210,2,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:09.310,2,4,-1024,-2,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:09.410,2,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:09.510,2,4,-1024,-2,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:09.610,2,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:09.710,2,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:09.810,2,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:09.910,3,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:10.010,3,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:10.110,2,4,-1024,-1,527,-205,827,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:10.210,2,4,-1024,-2,527,-205,828,0,0,995,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:10.310,2,4,-1024,-1,527,-205,828,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:10.410,2,4,-1024,-1,527,-205,828,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:10.510,2,4,-1024,-1,527,-205,828,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
2020-05-30,22:17:10.610,2,4,-1024,-1,527,-205,828,0,0,997,1024,-1,-1,0,-1,1,-1,1,-1,0x0000000000000000,8.2
