Date,Time,RSSI(dB),RxBt(V),mAh(mAh),Amps(A),RPM(rpm),Cap(@C),FET(@C),Volt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-04-07,12:42:35.180,97,8.1,0,0.0,0,29,29,24.90,-4,-4,194,6,1024,204,4,0,0,-977,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-07,12:42:35.280,97,8.1,0,0.0,0,29,29,24.90,-48,-4,194,6,1024,204,4,0,0,-977,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-07,12:42:35.380,97,8.1,0,0.0,0,29,29,24.90,-8,-4,38,6,1024,204,4,0,0,-977,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-07,12:42:35.480,103,8.1,0,0.0,0,29,29,24.92,-7,-4,34,6,1024,204,3,0,0,-977,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-07,12:42:35.580,103,8.1,0,0.0,0,29,29,24.92,-5,-4,32,6,1024,204,3,0,0,-977,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-07,12:42:35.680,103,8.1,0,0.0,0,29,29,24.92,-5,-4,32,6,1024,204,4,0,0,-977,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-07,12:42:35.780,103,8.1,0,0.0,0,29,29,24.93,-5,-4,31,6,1024,204,4,0,0,-977,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-07,12:42:35.880,103,8.1,0,0.0,0,29,29,24.93,-5,-4,31,6,1024,204,4,0,0,-977,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-07,12:42:35.980,95,8.1,0,0.0,0,29,29,24.93,-5,-4,31,6,1024,204,4,0,0,-977,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-07,12:42:36.080,95,8.1,0,0.0,0,29,29,24.93,-5,-4,31,6,1024,204,4,0,0,-976,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-07,12:42:36.180,95,8.1,0,0.0,27,29,29,24.93,-5,-4,31,6,1024,204,4,0,0,-977,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-07,12:42:36.290,95,8.1,0,0.0,27,29,29,24.93,-5,-4,32,6,1024,204,4,0,0,-977,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-07,12:42:36.390,98,8.1,0,0.0,19,29,29,24.93,-5,-4,32,7,1024,204,4,0,0,-977,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-04-07,12:42:36.490,98,8.1,0,0.0,15,29,29,24.93,-5,-4,31,6,1024,204,4,0,0,-977,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
