Date,Time,RSSI(dB),RxBt(V),Amps(A),RPM(rpm),FET(@C),mAh(mAh),Volt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-05-02,07:37:37.420,88,8.2,0.0,0,23,0,50.00,1,3,-1024,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-05-02,07:37:37.530,88,8.2,0.0,0,23,0,50.00,1,3,-1024,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-05-02,07:37:37.640,78,8.2,0.0,0,23,0,50.00,1,3,-1024,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-05-02,07:39:25.370,85,8.2,0.3,0,26,9,49.80,0,3,-108,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:25.480,85,8.2,0.4,0,26,9,49.80,1,2,-108,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:25.580,85,8.2,0.4,0,26,9,49.90,1,2,-108,0,1024,-1024,1024,0,0,1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:25.690,85,8.2,0.4,0,26,9,49.90,1,3,-108,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:25.810,90,8.2,1.5,52,26,9,49.80,1,3,28,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:25.920,90,8.2,2.4,52,26,9,49.80,1,3,28,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:26.020,90,8.2,2.4,0,26,9,49.80,1,3,28,0,1024,-1024,1024,0,0,1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:26.130,90,8.2,1.2,11,26,9,49.80,1,3,28,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:26.250,88,8.2,1.2,11,26,9,49.80,1,2,28,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:26.360,88,8.2,1.2,34,26,9,49.80,1,2,28,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:26.470,88,8.2,0.8,38,26,9,49.80,1,3,28,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:26.570,88,8.2,0.6,38,26,9,49.80,1,3,28,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:26.690,87,8.2,0.6,40,26,9,49.80,1,3,28,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:26.800,87,8.2,0.7,44,26,9,49.80,1,4,28,-1,1024,-1024,1024,0,0,1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:26.910,87,8.2,0.7,45,26,9,49.80,1,3,28,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:27.020,87,8.2,0.7,45,26,9,49.80,0,3,28,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:27.130,88,8.2,0.5,48,26,9,49.80,1,3,28,-1,1024,-1024,1024,0,0,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-02,07:39:27.240,88,8.2,1.0,48,26,9,49.80,1,3,28,-1,1024,-1024,1024,0,0,1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
