Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-12-05,19:41:00.990,12,14,-1024,-14,756,-205,-1024,0,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:41:01.470,12,14,-1024,-14,756,-205,-1024,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:41:01.970,12,14,-1024,-14,756,-205,-1024,0,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:41:02.470,13,16,-1024,-15,756,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:41:02.970,13,16,-1024,-15,756,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:41:03.470,13,16,-1024,-15,756,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:41:03.970,13,16,-1024,-15,756,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:41:04.470,13,16,-1024,-15,756,-205,-1024,0,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:06.110,11,13,-1024,-13,756,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:06.650,11,13,-1024,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:07.150,11,13,-1024,-13,755,-205,-1024,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:07.650,11,13,-1024,-13,756,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:08.150,11,13,-1024,-13,756,-205,-1024,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:08.650,11,13,-1024,-13,756,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:09.150,11,13,-1024,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:09.650,11,13,-1024,-13,755,-205,-1024,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:10.150,11,13,-1024,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:10.650,11,13,-1024,-13,756,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:11.150,11,13,-1024,-13,756,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:11.650,11,13,-1024,-13,755,-205,-1024,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:12.150,11,13,-1024,-13,756,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:12.650,12,14,-1024,-14,756,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:13.150,12,14,-1024,-14,756,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:13.650,13,16,-1024,-14,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:14.150,12,16,-1024,-14,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:14.650,12,14,-1024,-14,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:15.150,12,16,-1024,-15,756,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:15.650,12,16,-1024,-14,755,-205,-1024,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:16.150,11,14,-1024,-14,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:16.650,11,12,-1024,-13,755,-205,-1024,1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:17.150,11,13,-1024,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:17.650,11,13,-1024,-13,755,-205,-1024,1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:18.150,11,13,-1024,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:18.650,153,13,-218,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:19.150,12,13,-1024,-13,755,-205,-1024,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:19.650,11,13,-349,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:20.150,13,13,-844,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:20.650,11,13,282,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:21.150,11,13,283,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:21.650,11,13,300,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:22.150,12,13,321,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:22.650,12,13,330,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:23.150,11,13,331,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:23.650,11,13,334,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:24.150,11,13,337,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:24.650,11,13,337,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:25.150,10,13,-884,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:25.650,-98,13,-1024,-13,755,-205,-1024,1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:26.150,13,13,-1024,-13,755,-205,-1024,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:26.650,34,13,-1024,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:27.150,57,13,-1024,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:27.650,79,13,-1024,-13,755,-205,-1024,0,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:28.150,91,13,-1024,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:28.650,88,13,-1024,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
2019-12-05,19:42:29.150,84,13,-1024,-13,755,-205,-1024,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.1
