Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-12-11,14:58:06.220,8,6,-1024,-7,1024,-205,-21,-1006,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:06.700,8,6,-1024,-7,1024,-205,-21,-1006,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:07.200,8,6,-1024,-7,1024,-205,-21,-1008,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:07.700,8,6,-1024,-7,1024,-205,-21,-1006,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:08.200,8,6,-1024,-7,1024,-205,-21,-1008,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:08.700,8,6,-1024,-7,1024,-205,-21,-1006,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:09.200,8,6,-1024,-7,1024,-205,-21,-1006,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:09.700,8,6,-1024,-7,1024,-205,-21,-1006,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:10.200,8,6,-1024,-7,1024,-205,-21,-1006,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:10.700,8,6,-1024,-6,1024,-205,-21,-1006,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:11.200,4,8,-378,-7,1024,-205,-21,-1006,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:11.700,6,6,-376,-6,1024,-205,-21,-1008,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:12.200,8,6,-377,-6,1024,-205,-21,-1006,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:12.700,6,6,-377,-6,1024,-205,-22,-1006,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:13.200,6,6,-376,-6,1024,-205,-21,-1008,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:13.700,6,6,-376,-6,1024,-205,-21,-1008,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:14.200,6,6,-376,-7,1024,-205,-21,-1006,-1,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:14.700,6,6,-377,-6,1024,-205,-21,-1006,-3,-1,-1,-1,0,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:15.200,6,6,-376,-7,1024,-205,-21,-1008,-1,-1,-1,-1,0,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:15.700,6,6,-376,-6,1024,-205,-21,-1006,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:16.200,6,6,-777,-7,1024,-205,-21,-1008,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:16.700,5,-9,-186,-6,1024,-205,-21,-1008,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2019-12-11,14:58:17.200,8,8,208,-7,1024,-205,-22,-1008,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
