Date,Time,RSSI(dB),RxBt(V),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-09-18,15:45:53.240,93,8.0,594,42,-1,-1024,3,1024,-205,347,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-09-18,15:45:53.290,93,8.0,594,30,-1,-789,3,1024,-205,347,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-09-18,15:45:53.390,93,8.0,640,72,-1,34,3,1024,-205,347,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-09-18,15:45:53.490,95,8.0,640,18,-1,342,3,1024,-205,347,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-09-18,15:45:53.590,95,8.0,666,17,-1,259,3,1024,-205,347,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-09-18,15:45:53.690,95,8.0,741,30,-1,-34,3,1024,-205,347,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-09-18,15:45:53.790,95,8.0,741,33,-1,-141,3,1024,-205,347,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-09-18,15:45:53.890,95,8.0,752,1,-1,-190,3,1024,-205,347,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-09-18,15:45:53.990,91,8.0,752,-2,-2,-223,3,1024,-205,347,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-09-18,15:45:54.090,91,8.0,864,-3,-2,-223,3,1024,-205,347,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-09-18,15:45:54.190,91,8.0,971,-4,-1,-223,3,1024,-205,347,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-09-18,15:45:54.290,91,8.0,971,-4,-1,-223,3,1024,-205,347,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-09-18,15:45:54.390,86,8.0,1056,-3,-1,-223,3,1024,-205,347,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-09-18,15:45:54.490,86,8.0,1056,-4,11,-222,3,1024,-205,347,0,0,-2,-1,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
