Date,Time,RSSI(dB),RxBt(V),A2(V),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-01-29,16:17:12.330,108,6.4,11.7,0,-1,2,-206,0,189,-205,-21,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:19.450,110,6.3,11.8,0,-1,2,-289,0,190,-205,-21,0,0,1004,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:19.940,104,6.3,11.7,0,0,2,-289,0,189,-205,-20,0,0,1003,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:21.750,111,6.3,11.8,0,-1,2,-289,0,190,-205,-21,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:22.240,107,6.3,11.9,0,-1,3,-289,0,190,-205,-20,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:22.740,95,6.3,11.7,0,0,2,-289,0,189,-205,-20,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:29.300,111,6.3,12.0,0,0,2,-289,0,190,-205,-21,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:29.950,109,6.3,12.0,0,-1,2,-289,0,190,-205,-20,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:30.450,107,6.3,11.9,0,0,2,-289,0,189,-205,-21,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:30.950,110,6.3,11.9,0,-1,3,-289,0,189,-205,-20,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:31.450,110,6.3,11.9,0,0,3,-289,0,190,-205,-21,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:31.950,107,6.3,11.9,0,-1,3,-289,0,189,-205,-20,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:32.450,110,6.3,11.9,0,0,3,-289,0,190,-205,-21,0,0,1003,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:32.950,107,6.3,11.9,0,-1,2,-289,0,190,-205,-20,0,0,1003,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:33.450,108,6.3,11.9,0,-1,2,-289,0,190,-205,-20,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:33.950,109,6.3,11.8,0,0,2,-289,0,190,-205,-21,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:34.450,109,6.3,11.8,0,0,2,-289,0,189,-205,-20,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:34.950,109,6.3,11.9,0,-1,2,-289,0,190,-205,-21,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:35.450,108,6.3,11.9,0,0,3,-289,0,190,-205,-21,0,0,1003,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:35.950,111,6.3,11.8,0,-1,3,-289,0,189,-205,-20,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:36.450,109,6.3,11.8,0,-1,2,-289,0,190,-205,-21,0,0,1003,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:36.950,109,6.3,11.9,0,-1,2,-289,0,190,-205,-20,0,0,1003,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:37.450,111,6.3,11.9,0,-1,3,-289,0,190,-205,-20,0,0,1003,-3,-1,-1,-1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:17:37.950,109,6.3,12.0,0,-1,3,-289,0,190,-205,-20,0,0,1004,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:17.120,106,6.3,12.0,0,0,3,-1024,0,190,-205,-21,0,0,1000,734,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:17.610,111,6.3,12.0,0,-1,3,-1024,0,190,-205,-21,0,0,1000,733,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:18.220,108,6.3,12.0,0,0,2,-1024,0,190,-205,-20,0,0,1001,734,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:18.710,111,6.3,12.0,0,-1,2,-1024,0,190,-205,-20,0,0,1000,734,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:19.770,108,6.3,12.0,0,-1,2,-1024,0,190,-205,-20,0,0,1001,734,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:20.260,107,6.3,12.1,0,-1,3,-1024,0,190,-205,-21,0,0,1000,734,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:20.760,109,6.3,12.0,0,-1,2,-1024,0,190,-205,-20,0,0,1000,733,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:21.260,106,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1000,733,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:21.760,108,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1001,734,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:22.260,104,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1000,734,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:22.760,105,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1000,733,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:52.850,102,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:53.350,107,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:53.850,108,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:54.350,108,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:54.850,109,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:55.350,103,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:55.850,102,6.3,12.0,0,-1,2,-1024,0,190,-205,-20,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:56.350,94,6.3,12.0,0,-1,2,-1024,0,190,-205,-20,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:56.850,98,6.3,12.0,0,-1,2,-1024,0,190,-205,-21,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:57.350,100,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:57.850,99,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:58.350,108,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:58.850,102,6.3,12.0,0,-1,2,-1024,0,190,-205,-21,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:59.350,106,6.3,12.0,0,-1,2,-1024,0,190,-205,-21,0,0,1000,1024,-1,-1,1,-1,-1,1,1,-1,0x0000000000000009,7.9
2020-01-29,16:18:59.850,112,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:00.350,108,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:00.850,110,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:02.050,110,6.3,12.0,0,-1,2,-1024,0,190,-205,-20,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:02.550,106,6.3,12.1,0,-1,2,-1024,1,190,-205,-20,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:03.760,103,6.3,12.1,0,-1,2,-1024,1,190,-205,-21,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:04.250,104,6.3,12.1,0,-1,2,-1024,1,190,-205,-20,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:04.750,105,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-01-29,16:19:05.250,106,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-01-29,16:19:05.750,103,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-01-29,16:19:06.250,102,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-01-29,16:19:06.750,110,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:07.250,111,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:07.750,112,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:08.250,112,6.3,12.1,0,-1,3,-1024,0,190,-205,-20,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:08.750,109,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:09.250,109,6.3,12.2,0,-1,3,-1024,0,190,-205,-20,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:09.750,108,6.3,12.2,0,-1,2,-1024,0,190,-205,-21,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:10.250,108,6.3,12.2,0,-1,2,-1024,0,190,-205,-20,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:10.750,103,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:11.250,108,6.3,12.2,0,-1,2,-1024,0,190,-205,-20,0,0,1003,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:11.750,110,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:12.250,110,6.3,12.2,0,-1,2,-1024,0,190,-205,-21,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:12.750,108,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:13.250,107,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:13.750,109,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1000,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:14.250,112,6.3,12.1,0,0,3,-1024,0,190,-205,-21,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:14.750,108,6.3,12.1,0,0,3,-1024,0,190,-205,-21,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:15.250,106,6.3,12.1,0,-1,2,-1024,0,189,-205,-20,0,0,1001,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:15.750,112,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1006,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:16.250,111,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:16.750,109,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1006,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:17.260,107,6.3,12.2,0,-1,2,-1024,0,190,-205,-21,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:17.760,107,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:18.260,109,6.3,12.2,0,-1,2,-1024,0,190,-205,-21,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:18.760,108,6.3,12.2,0,-1,2,-1024,0,190,-205,-20,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:19.260,109,6.3,12.2,0,-1,2,-1024,0,190,-205,-21,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:19.760,110,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:20.260,108,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:20.760,109,6.3,12.1,0,-1,2,-1024,1,190,-205,-20,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:21.260,110,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:21.760,110,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:22.260,110,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:22.760,111,6.3,12.2,0,-1,2,-1024,0,190,-205,-21,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:23.260,111,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:23.770,110,6.3,12.2,0,-1,2,-1024,0,190,-205,-21,0,0,1009,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:24.270,111,6.3,12.1,0,-1,2,-1024,0,190,-205,-20,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:24.770,111,6.3,12.2,0,-1,2,-1024,0,189,-205,-21,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:25.270,107,6.3,12.1,0,-1,2,-1024,1,190,-205,-20,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:25.770,111,6.3,12.2,0,-1,2,-1024,0,190,-205,-20,0,0,1007,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-01-29,16:19:26.270,108,6.3,12.1,0,-1,2,-1024,0,190,-205,-21,0,0,1003,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
