Date,Time,RSSI(dB),RxBt(V),RPM(rpm),FET(@C),Amps(A),mAh(mAh),Volt(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
1970-01-01,00:03:04.280,84,8.1,0,23,0.0,0,24.68,-76,4,-568,-4,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:04.810,88,8.1,0,23,0.0,0,24.71,3,4,-266,-3,1024,204,3,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:05.330,90,8.1,0,23,0.0,0,24.70,4,4,-245,-4,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:05.860,88,8.1,148,23,0.0,0,24.70,3,4,-118,-3,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:06.400,87,8.1,216,23,0.0,0,24.70,4,4,-117,-3,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:06.920,86,8.1,256,23,0.0,0,24.70,4,4,-117,-3,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:07.460,90,8.1,284,23,0.0,0,24.70,4,5,-114,81,1024,204,3,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:07.980,90,8.1,313,23,0.0,0,24.70,4,3,-111,-4,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:08.520,90,8.1,395,24,0.0,0,24.62,4,4,-83,-4,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:09.040,91,8.1,472,24,0.0,0,24.61,4,4,-83,-4,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:09.570,90,8.1,537,24,0.0,0,24.62,4,4,-83,-3,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:10.100,90,8.1,594,25,0.0,0,24.61,4,4,-83,-3,1024,204,4,834,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:10.630,91,8.1,648,25,0.0,0,24.59,4,4,-83,-4,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:11.160,89,8.1,699,26,0.0,0,24.56,4,3,-58,-4,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:11.690,89,8.1,746,26,0.0,0,24.57,-10,4,-62,-4,1024,204,4,837,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:12.220,90,8.1,822,26,0.7,0,24.57,-29,4,-45,-4,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:12.750,88,8.1,878,27,0.0,0,24.54,-63,4,-28,-4,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:13.280,91,8.1,929,27,2.5,0,24.52,3,4,-19,73,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:13.810,92,8.1,985,27,4.3,0,24.51,3,4,-15,74,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:14.340,90,8.1,1048,27,3.4,1,24.43,4,4,-15,-3,1024,204,4,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:14.870,89,8.1,1159,28,1.6,2,24.33,-11,3,37,57,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:15.400,91,8.1,1296,28,7.5,3,24.32,4,4,115,-3,1024,204,4,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:15.930,91,8.1,1417,28,12.4,5,24.29,4,-10,180,48,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:16.450,92,8.1,1534,29,12.4,7,24.20,-43,2,252,1,1024,204,4,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:16.990,90,8.1,1642,29,13.6,10,24.19,-78,4,323,-6,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:17.520,82,8.1,1737,30,14.5,13,24.07,-31,10,374,-70,1024,204,4,837,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:18.040,94,8.1,1805,30,19.1,16,24.01,-184,-5,389,162,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:18.570,79,8.1,1887,30,19.7,20,23.95,-145,50,380,-87,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:19.110,81,8.1,1964,31,23.5,24,23.92,-102,92,371,-90,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:19.640,92,8.1,1996,31,17.4,27,23.92,-15,11,311,-3,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:20.160,90,8.1,2035,31,18.0,31,23.95,3,-15,280,-10,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:20.700,89,8.1,2045,32,15.1,34,24.00,3,4,315,-78,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:21.220,85,8.1,2029,32,15.3,37,24.01,4,3,299,-94,1024,204,4,837,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:21.760,81,8.1,2017,32,15.3,40,24.00,3,-15,303,-39,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:22.280,90,8.1,2010,32,17.1,42,24.00,4,-42,294,-87,1024,204,4,837,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:22.810,89,8.1,2004,32,16.5,45,23.96,4,2,301,-36,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:23.350,91,8.1,1994,32,16.2,48,23.96,3,17,288,-68,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:23.870,89,8.1,1996,32,14.5,51,23.95,3,11,340,14,1024,204,3,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:24.400,92,8.1,1978,32,15.9,54,23.92,3,19,379,-83,1024,204,3,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:24.930,79,8.1,1980,32,18.9,57,23.91,4,33,329,-4,1024,204,4,837,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:25.460,92,8.1,1986,32,19.4,60,23.87,3,6,311,-7,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:25.990,91,8.1,2010,32,14.5,63,23.92,3,38,299,-2,1024,204,4,837,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:26.520,90,8.1,2004,33,17.7,65,23.90,4,19,291,-30,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:27.050,91,8.1,2003,33,18.3,68,23.91,4,-37,284,-81,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:27.580,91,8.1,2003,33,13.0,72,23.91,4,-14,307,49,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:28.110,90,8.1,2000,33,17.1,74,23.89,4,-2,316,-21,1024,204,4,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:28.640,84,8.1,2002,33,16.2,77,23.88,4,-21,328,-53,1024,204,4,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:29.170,90,8.1,1989,33,15.3,80,23.85,4,8,322,-12,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:29.700,94,8.1,1998,33,17.4,83,23.84,3,12,337,-14,1024,204,4,837,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:30.230,91,8.1,1992,33,15.3,85,23.84,4,2,333,-14,1024,204,3,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:30.760,92,8.1,1993,33,18.0,88,23.84,4,1,325,-67,1024,204,3,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:31.290,90,8.1,1990,33,18.6,92,23.86,4,6,334,5,1024,204,3,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:31.820,87,8.1,2007,34,15.3,95,23.84,4,5,316,-8,1024,204,4,837,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:32.350,84,8.1,2000,34,16.8,98,23.83,4,9,331,-10,1024,204,4,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:32.880,89,8.1,1994,34,15.1,100,23.82,4,66,324,-7,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:33.400,92,8.1,1997,34,17.1,103,23.80,4,-72,337,-13,1024,204,4,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:33.940,88,8.1,2000,34,15.3,106,23.79,4,-50,323,-12,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:34.460,86,8.1,2000,34,17.1,108,23.77,4,-76,314,-98,1024,204,4,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:34.990,81,8.1,1994,35,14.2,112,23.79,4,5,329,-150,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:35.520,88,8.1,1995,34,18.6,115,23.78,4,57,341,75,1024,204,4,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:36.050,90,8.1,1983,34,18.3,118,23.76,175,49,298,-41,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:03:36.580,87,8.1,1993,35,14.8,121,23.75,198,-51,298,66,1024,204,4,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:29.610,90,8.1,0,26,0.0,124,24.51,3,4,-1024,-4,1024,204,4,837,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:30.140,92,8.1,0,26,0.0,124,24.47,3,4,-112,-4,1024,204,3,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:30.670,95,8.1,32,26,0.0,124,24.51,4,4,-75,-6,1024,204,4,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:31.200,77,8.1,144,26,4.5,125,24.51,4,4,-75,-4,1024,204,4,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:31.730,78,8.1,219,26,4.5,126,24.51,4,3,-63,-4,1024,204,3,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:32.260,81,8.1,257,26,4.5,127,24.51,4,112,-100,-4,1024,204,4,837,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:32.790,78,8.1,287,26,4.5,127,24.51,4,3,-100,-4,1024,204,4,837,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:33.320,86,8.1,315,26,4.5,128,24.51,4,4,-100,-4,1024,204,4,837,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:33.850,78,8.1,399,26,4.5,129,24.43,4,4,-100,-4,1024,204,4,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:34.350,79,8.1,478,26,4.5,130,24.43,4,4,-101,-4,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:34.870,80,8.1,553,26,4.5,131,24.43,4,4,-101,-4,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:35.390,77,8.1,613,27,4.5,131,24.42,4,4,-100,-4,1024,204,3,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:35.900,75,8.1,675,27,4.5,132,24.36,4,4,-101,-4,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:36.420,84,8.1,730,28,4.5,133,24.37,4,4,-164,-6,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:36.950,89,8.1,776,28,3.4,133,24.36,3,4,-166,-3,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:37.470,88,8.1,819,28,0.0,134,24.38,4,10,-211,-4,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:37.990,87,8.1,859,29,2.2,134,24.34,4,3,-211,-1,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:38.500,93,8.1,902,29,0.0,134,24.31,4,4,-212,-2,1024,204,3,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:39.030,87,8.1,945,29,1.6,134,24.33,2,1,-229,82,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:39.550,89,8.1,970,29,0.0,135,24.29,2,3,-182,42,1024,204,4,837,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:40.070,92,8.1,1025,30,5.4,135,24.24,6,3,-172,145,1024,204,3,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:40.590,91,8.1,1114,30,6.9,136,24.19,73,4,-145,124,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:41.110,83,8.1,1221,30,10.7,138,24.15,4,1,-120,117,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:41.630,82,8.1,1333,31,10.7,139,24.04,-15,5,-7,74,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:42.160,92,8.1,1466,31,14.2,141,23.98,3,4,23,-4,1024,204,4,837,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:42.680,77,8.1,1598,31,14.8,144,23.94,4,36,126,117,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:43.200,81,8.1,1712,32,14.2,147,23.91,-139,4,161,106,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:43.720,91,8.0,1800,32,18.0,150,23.84,117,4,173,3,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:44.250,93,8.0,1902,32,20.9,153,23.79,4,5,328,-16,1024,204,4,837,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:44.770,79,8.0,1970,33,22.4,156,23.80,4,23,376,48,1024,204,4,835,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:45.290,90,8.1,1984,33,15.9,159,23.80,38,4,324,-3,1024,204,4,837,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
1970-01-01,00:05:45.820,94,8.1,2000,33,18.6,162,23.81,12,-12,367,-6,1024,204,4,835,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.4
