Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),RPM(rpm),Tmp1(@C),Tmp2(@C),RB1C(mAh),RB2C(mAh),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2000-01-01,00:49:14.120,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:49:14.620,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:49:15.120,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,30,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:49:15.620,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:49:16.120,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:49:16.620,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:49:17.120,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,29,614,-180,0,0,998,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:49:17.620,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:41.310,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-3,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:41.810,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-3,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:42.320,0,0.0,0.00,0.0,0,0,0,0,0,3,-1024,1,29,614,-180,0,0,998,-3,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:42.820,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-3,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:43.320,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:43.820,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:44.320,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:44.820,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:45.320,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:45.820,0,0.0,0.00,0.0,0,0,0,0,0,3,-1024,0,29,614,-180,0,0,998,-3,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:46.320,0,0.0,0.00,0.0,0,0,0,0,0,3,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:46.820,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:47.320,0,0.0,0.00,0.0,0,0,0,0,0,3,-1024,0,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:47.820,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:48.320,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:48.820,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:49.320,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:49.820,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:50.320,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:50.820,0,0.0,0.00,0.0,0,0,0,0,0,3,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:51.320,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:51.820,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:52.350,0,0.0,0.00,0.0,0,0,0,0,0,3,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:52.850,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:53.350,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,29,614,-180,0,0,1000,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:53.850,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:54.350,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:54.850,0,0.0,0.00,0.0,0,0,0,0,0,3,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:55.350,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:55.850,0,0.0,0.00,0.0,0,0,0,0,0,3,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:56.350,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:56.850,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:57.350,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,0,29,614,-180,0,0,998,-3,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:57.850,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:58.350,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:58.850,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:59.350,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:52:59.850,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:53:00.350,0,0.0,0.00,0.0,0,0,0,0,0,3,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:53:00.860,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-3,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:53:01.360,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:53:01.860,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-3,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:53:02.360,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-3,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:53:02.860,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-3,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:53:03.360,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:53:03.860,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-3,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:53:04.360,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-3,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:53:04.860,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,29,614,-180,0,0,998,-1,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:53:05.360,0,0.0,0.00,0.0,0,0,0,0,0,3,-1024,1,29,614,-180,0,0,998,-3,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:53:05.870,0,0.0,0.00,0.0,0,0,0,0,0,3,-1024,1,29,614,-180,0,0,998,-3,0,1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:35.690,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:36.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:36.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:37.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:37.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:38.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:38.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:39.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:39.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:40.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:40.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:41.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:41.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:42.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:42.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:43.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:43.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:44.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:44.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:45.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:45.680,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:46.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:46.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:47.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:47.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:48.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:48.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:49.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:49.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:50.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:50.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:51.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:51.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:52.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:52.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:53.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:53.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:54.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:54.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:55.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:55.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:56.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:56.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:57.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:57.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:58.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:58.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:59.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:58:59.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:00.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:00.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:01.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:01.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:02.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:02.680,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:03.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:03.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:04.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:04.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:05.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:05.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:06.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:06.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:07.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:07.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1009,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:08.180,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:08.680,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:09.180,0,0.0,0.00,0.0,0,0,0,0,0,1,-1024,1,72,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:09.720,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:10.230,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:10.730,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:11.230,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:11.730,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:12.230,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:12.730,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:13.230,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:13.730,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1012,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:14.230,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:14.730,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:15.230,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1012,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:15.730,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1012,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:16.230,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,71,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
2000-01-01,00:59:16.730,0,0.0,0.00,0.0,0,0,0,0,0,2,-1024,1,72,614,-180,0,0,1010,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.8
