Date,Time,RSSI(dB),RxBt(V),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-12,08:24:24.250,102,7.5,851,1,3,-1024,-1,738,1023,82,0,0,-998,593,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-12,08:24:24.290,102,7.5,851,1,3,-1024,-1,739,1023,82,0,0,-998,593,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-12,08:24:24.390,102,7.5,879,1,3,-1024,-1,738,1023,82,0,0,-998,593,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-12,08:24:24.490,102,7.5,902,1,3,-1024,-1,738,1023,82,0,0,-998,593,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-12,08:24:24.590,101,7.5,902,1,3,-1024,-1,738,1023,82,0,0,-998,593,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-12,08:24:24.690,101,7.5,1021,1,3,-1024,-1,738,1023,82,0,0,-1000,592,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-12,08:24:24.790,101,7.5,1021,1,3,-1024,-1,738,1023,82,0,0,-998,592,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-12,08:24:24.890,101,7.5,1051,1,3,-793,-1,738,1023,82,0,0,-998,593,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-12,08:24:25.000,96,7.4,1051,-21,3,-237,-1,739,1023,82,0,0,-998,593,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-12,08:24:25.100,96,7.4,1125,-2,3,-201,-1,738,1023,82,0,0,-998,593,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-12,08:24:25.200,96,7.4,1115,0,3,-200,-1,738,1023,82,0,0,-998,593,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-12,08:24:25.300,96,7.4,1115,1,3,-199,-1,738,1023,82,0,0,-998,593,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-12,08:24:25.400,96,7.4,1133,1,3,-199,-1,738,1023,82,0,0,-998,593,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-12,08:24:25.500,88,7.4,1133,1,3,-199,-1,738,1023,82,0,0,-998,593,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
