Date,Time,RSSI(dB),mAh(mAh),Volt(V),Amps(A),RPM(rpm),FET(@C),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-02,11:21:54.460,97,4,24.90,0.2,0,29,18,1,-970,0,1024,204,-277,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:54.510,97,4,24.90,0.2,0,29,2,1,-970,0,1024,204,-278,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:54.620,97,4,24.90,0.6,0,29,-27,1,-477,0,1024,204,-277,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:54.740,97,4,24.90,0.1,0,29,-2,1,-428,1,1024,204,-277,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:54.850,97,4,24.90,0.1,0,29,1,1,-375,1,1024,204,-277,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:54.960,96,4,24.90,0.2,0,29,2,1,-375,0,1024,204,-277,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:55.080,96,4,24.90,0.0,107,29,2,1,-375,0,1024,204,-277,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:55.190,96,4,24.90,0.0,107,29,2,1,-375,1,1024,204,-278,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:55.310,96,4,24.90,0.1,107,29,2,1,-375,0,1024,204,-277,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:55.420,92,4,24.90,0.9,0,29,2,1,-375,1,1024,204,-277,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:55.530,92,4,24.90,0.9,0,29,2,1,-375,0,1024,204,-277,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:55.650,92,4,24.90,0.7,24,29,2,1,-375,0,1024,204,-278,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:55.760,90,4,24.90,0.9,24,29,2,1,-375,0,1024,204,-278,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:55.880,90,4,24.90,0.9,126,29,2,1,-375,0,1024,204,-277,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:55.990,90,4,24.90,0.9,162,29,3,1,-375,0,1024,204,-278,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:56.100,90,4,24.90,0.6,196,29,3,1,-375,0,1024,204,-277,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:56.220,90,4,24.90,0.6,196,29,2,1,-375,0,1024,204,-277,0,0,1,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
2020-07-02,11:21:56.340,90,4,24.90,0.5,226,29,2,1,-405,1,1024,204,-277,0,0,0,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.6
