Date,Time,RSSI(dB),RxBt(V),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-02,11:00:26.120,95,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:27.860,95,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:28.360,94,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:28.860,94,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:29.360,93,8.1,0,-1,1,-1024,1,-197,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:29.860,93,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:30.360,93,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:30.860,94,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:31.360,95,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:31.860,95,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:32.360,85,8.1,0,-1,1,-1024,1,-197,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:33.760,95,8.1,0,-1,2,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:34.260,94,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:34.760,94,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:35.560,94,8.1,0,-1,2,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:36.060,93,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:36.560,94,8.1,0,-1,2,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:37.060,94,8.1,0,-1,1,-1024,1,-196,614,3,0,0,246,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:37.560,94,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:38.060,95,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:38.560,96,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:39.060,94,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:39.560,94,8.1,0,-1,1,-1024,1,-197,614,3,0,0,246,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:40.060,93,8.1,0,-1,1,-1024,1,-196,614,3,0,0,246,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:40.560,92,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:41.060,93,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:41.560,93,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:42.060,94,8.1,0,0,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:42.560,95,8.1,0,0,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:43.060,94,8.1,0,0,1,-1024,1,-196,614,3,0,0,246,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:43.560,92,8.1,0,0,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:44.060,95,8.1,0,-1,1,-1024,1,-197,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:44.560,94,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:45.060,94,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:45.560,92,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:46.060,92,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:46.560,93,8.1,0,0,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:47.060,94,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:47.560,94,8.1,0,0,1,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:48.060,95,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:48.560,94,8.1,0,0,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:49.060,92,8.1,0,0,1,-1024,1,-197,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:49.560,94,8.1,0,-1,1,-1024,1,-196,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:50.060,94,8.1,0,0,1,-1024,1,-196,614,3,0,0,244,971,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:50.560,94,8.1,0,0,1,-1024,1,-197,614,3,0,0,246,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
2020-02-02,11:00:51.060,94,8.1,0,-1,1,-1024,1,-197,614,3,0,0,244,970,-1,-1,-1,-1,-1,-1,1,1,0x0000000000000009,7.9
