Date,Time,RSSI(dB),RxBt(V),mAh(mAh),Volt(V),Amps(A),RPM(rpm),FET(@C),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-28,11:05:06.720,0,0.0,0,0.00,0.0,0,0,0,2,-1024,0,1024,1023,221,0,0,-857,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-28,11:05:06.790,0,0.0,0,0.00,0.0,0,0,0,2,-1024,0,1024,1023,221,0,0,-857,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-28,11:05:06.890,0,0.0,0,0.00,0.0,0,0,0,1,-1024,0,1024,1023,221,0,0,-857,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-28,11:05:06.990,0,0.0,0,0.00,0.0,0,0,0,2,-1024,0,1024,1023,221,0,0,-857,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-28,11:05:07.090,0,0.0,0,0.00,0.0,0,0,0,2,-1024,0,1024,1023,221,0,0,-857,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-28,11:05:07.190,0,0.0,0,0.00,0.0,0,0,0,1,-1024,0,1024,1023,221,0,0,-857,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-28,11:05:07.290,0,0.0,0,0.00,0.0,0,0,0,2,-1024,0,1024,1023,221,0,0,-857,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-28,11:05:07.390,0,0.0,0,0.00,0.0,0,0,0,1,-1024,0,1024,1023,221,0,0,-857,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-28,11:05:07.490,0,0.0,0,0.00,0.0,0,0,0,1,-1024,0,1024,1023,221,0,0,-857,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-28,11:05:07.590,0,0.0,0,0.00,0.0,0,0,0,1,-1024,0,1024,1023,221,0,0,-857,0,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
