Date,Time,RSSI(dB),RxBt(V),RPM(rpm),FET(@C),Amps(A),mAh(mAh),Volt(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-12-07,12:02:25.090,81,8.1,0,29,0.0,0,24.84,1,2,347,0,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:25.600,87,8.1,0,29,0.0,0,24.85,1,2,146,0,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:26.100,86,8.1,22,29,0.0,0,24.86,1,2,146,0,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:26.600,81,8.1,143,29,0.0,0,24.86,1,2,146,-1,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:27.130,83,8.1,207,29,0.0,0,24.86,2,2,157,-1,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:27.640,77,8.1,241,29,0.0,0,24.86,1,41,228,-1,1024,-205,-943,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:28.150,76,8.1,276,29,0.0,0,24.86,1,3,225,-4,1024,-205,-943,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:28.660,79,8.1,304,29,0.0,0,24.86,1,3,224,-1,1024,-205,-943,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:29.170,94,8.1,345,30,0.0,0,24.78,2,16,217,-2,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:29.680,93,8.1,415,30,0.0,0,24.78,1,3,212,-2,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:30.190,93,8.1,466,30,0.0,0,24.76,1,3,227,-3,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:30.700,94,8.1,519,31,0.0,0,24.77,1,20,239,-1,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:31.210,93,8.1,559,31,0.0,0,24.77,1,67,239,36,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:31.720,92,8.1,600,32,0.0,0,24.73,-37,114,323,205,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:32.230,91,8.1,644,32,0.0,0,24.75,-145,17,299,46,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:32.740,91,8.1,726,33,0.0,0,24.75,1,19,296,93,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:33.250,90,8.1,793,33,1.9,0,24.72,1,3,306,1,1024,-205,-943,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:33.760,92,8.1,858,33,1.3,0,24.70,1,1,346,0,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:34.270,91,8.1,912,34,0.0,0,24.67,1,2,349,0,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:34.770,88,8.1,963,34,0.0,1,24.69,1,4,351,0,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:35.290,89,8.1,1018,34,2.5,1,24.63,1,18,399,2,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:35.790,94,8.1,1120,34,8.3,2,24.58,1,5,405,5,1024,-205,-943,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:36.300,93,8.1,1223,35,7.8,4,24.58,1,14,407,0,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:36.810,93,8.1,1329,35,13.9,5,24.50,-1,5,422,-1,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:37.320,90,8.1,1434,36,13.9,7,24.47,-1,4,475,-1,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:37.830,90,8.1,1532,36,17.4,10,24.36,-373,6,443,-59,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:38.350,80,8.1,1658,36,14.2,13,24.31,-465,-6,449,51,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:38.860,84,8.1,1718,37,24.4,16,24.30,-465,6,460,-1,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:39.380,75,8.1,1856,37,22.9,20,24.26,-546,67,381,15,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:39.890,90,8.1,1956,38,24.7,24,24.16,-780,-4,389,-36,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:40.400,87,8.1,2015,38,18.9,27,24.27,-754,-13,304,10,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:40.920,88,8.1,2020,38,19.1,30,24.25,-1024,55,304,-82,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:41.430,80,8.1,1999,39,15.6,33,24.31,-389,56,382,-1,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:41.940,82,8.1,1987,39,18.0,36,24.22,-12,109,363,-22,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:42.460,88,8.1,2001,39,21.2,40,24.22,1,5,434,13,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:42.970,86,8.1,1986,39,16.5,44,24.21,1,115,715,922,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:43.490,82,8.1,1888,39,54.2,52,23.64,-44,175,-156,411,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:44.000,79,8.1,2010,40,25.0,56,23.99,-897,107,-193,-461,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:44.510,83,8.0,1989,40,22.7,60,24.04,-584,407,-580,-89,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:45.030,87,8.0,1916,41,53.0,67,23.87,-980,-115,187,-99,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:45.540,76,8.0,1979,41,56.2,72,23.73,-539,533,450,641,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:46.060,78,8.0,1977,42,30.2,80,23.80,-165,-130,-188,147,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:46.570,82,8.0,2050,43,24.4,84,23.93,-159,-316,-438,4,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:47.090,85,8.0,1923,43,47.5,89,23.44,-493,125,-651,-614,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:47.600,84,8.0,2001,43,54.5,99,23.49,-879,44,-298,419,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:48.120,83,8.0,2141,44,25.6,104,23.89,-337,434,158,-192,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:48.630,82,8.0,2104,45,25.3,108,23.92,-134,445,340,-1,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:49.160,86,8.1,1942,45,49.8,112,23.80,-126,785,726,-33,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:49.670,82,8.1,1927,45,63.2,121,23.32,-104,716,-508,-382,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:50.190,80,8.0,2030,46,28.2,132,23.61,-403,332,783,-491,1024,-205,-943,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:50.710,76,8.0,1974,46,55.1,137,23.27,-237,-85,73,616,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:51.230,78,8.0,2026,47,29.7,145,23.64,-271,-320,-450,77,1024,-205,-943,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:51.750,85,8.0,1993,47,41.3,151,23.52,-699,653,-669,-91,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:52.260,83,8.0,2057,48,33.2,157,23.67,-592,216,875,192,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:52.790,76,8.0,1990,48,43.4,164,23.44,-422,497,-752,-233,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
2019-12-07,12:02:53.300,84,8.0,2009,48,45.4,173,23.37,80,-660,393,-2,1024,-205,-943,0,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.7
