Date,Time,RSSI(dB),RxBt(V),A2(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-25,22:51:44.920,0,0.0,0.0,0,3,-1024,-1,1024,-205,611,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:51:45.020,0,0.0,0.0,1,3,-1024,-1,1024,-205,612,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:51:45.120,0,0.0,0.0,1,3,-1024,0,1024,-205,612,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:51:45.220,0,0.0,0.0,1,2,-1024,-1,1024,-205,612,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:51:45.320,0,0.0,0.0,1,2,-1024,-1,1024,-205,611,0,0,998,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:51:45.420,0,0.0,0.0,0,2,-1024,0,1024,-205,611,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:51:45.520,0,0.0,0.0,1,3,-1024,-1,1024,-205,612,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:51:45.620,0,0.0,0.0,1,3,-1024,0,1024,-205,611,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:51:45.720,0,0.0,0.0,1,2,-1024,0,1024,-205,612,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:51:45.820,0,0.0,0.0,1,3,-1024,-1,1024,-205,611,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:51:45.920,0,0.0,0.0,1,3,-1024,-1,1024,-205,611,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:51:46.020,0,0.0,0.0,1,2,-1024,-1,1024,-205,611,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
2020-07-25,22:51:46.120,0,0.0,0.0,1,3,-1024,0,1024,-205,612,0,0,1000,-1,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,7.6
