Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-24,07:54:39.140,0,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:39.220,-1,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:39.320,0,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:39.420,-1,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:39.520,-1,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:39.620,-1,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:39.720,0,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:39.820,-1,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:39.920,-1,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:40.090,0,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:41.480,0,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:41.680,0,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:41.780,0,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:41.880,0,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:41.980,-1,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:42.080,-1,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:42.180,-1,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:42.280,0,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:42.380,0,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:42.480,0,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:42.580,-1,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:42.680,-1,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:42.780,0,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:42.880,-1,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:42.980,0,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:43.080,0,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:43.180,-1,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:43.280,0,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:43.380,-1,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:43.480,0,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:43.580,-1,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:43.680,0,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:43.780,0,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:43.880,0,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:43.980,0,1,-1024,1,1024,-615,796,0,0,-13,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:44.080,0,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:44.180,0,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:44.280,-1,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:44.380,-1,1,-1024,1,1024,-615,796,0,0,-13,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:44.480,0,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:44.580,-1,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:44.680,-1,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:44.780,-1,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:44.880,-1,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:44.980,0,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:45.090,-1,1,-1024,1,1024,-615,796,0,0,-13,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:45.190,-1,1,-1024,1,1024,-615,796,0,0,-13,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:45.290,0,1,-1024,1,1024,-615,796,0,0,-13,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:45.390,0,1,-1024,1,1024,-615,796,0,0,-13,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:45.490,-1,1,-1024,1,1024,-615,796,0,0,-13,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:45.590,0,1,-1024,1,1024,-615,796,0,0,-13,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:45.690,0,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:45.790,0,1,-1024,1,1024,-615,796,0,0,-13,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:45.890,-1,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:45.990,0,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:46.090,-1,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:46.190,-1,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:46.290,-1,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:46.390,0,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:46.490,-1,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:46.590,-1,1,-1024,1,1024,-615,796,0,0,-13,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:46.690,0,1,-1024,1,1024,-615,796,0,0,-11,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:46.790,-1,1,-1024,1,1024,-615,796,0,0,-13,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:46.890,-1,1,-1024,1,1024,-615,796,0,0,-11,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:46.990,-1,1,-1024,1,1024,-615,796,0,0,-11,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.9
2020-02-24,07:54:47.090,-1,1,-1024,1,1024,-615,796,0,0,-11,-985,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:54:47.190,-1,1,-1024,1,1024,-615,796,0,0,-11,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:54:47.290,-1,1,-1024,1,1024,-615,796,0,0,-11,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:54:47.390,0,1,-1024,1,1024,-615,796,0,0,-11,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:54:47.490,0,1,-1024,1,1024,-615,796,0,0,-11,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:54:47.590,0,1,-1024,1,1024,-615,796,0,0,-11,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:54:47.690,-1,1,-1024,1,1024,-615,796,0,0,-11,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:54:47.790,-1,1,-1024,1,1024,-615,796,0,0,-11,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:54:47.890,0,1,-1024,1,1024,-615,796,0,0,-11,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
2020-02-24,07:54:47.990,-1,1,-1024,1,1024,-615,796,0,0,-11,-986,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.8
