Date,Time,RSSI(dB),RxBt(V),Amps(A),RPM(rpm),FET(@C),mAh(mAh),Volt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-05-14,08:55:52.190,87,8.2,0.0,0,0,0,0.00,0,1,-204,0,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:52.310,87,8.2,0.0,0,0,0,0.00,-1,-15,-204,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:52.410,85,8.2,0.0,0,0,0,0.00,-1,-14,-204,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:52.520,85,8.2,0.0,0,0,0,0.00,-1,-1,-204,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:52.630,85,8.2,0.0,0,0,0,0.00,-1,0,-204,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:52.750,85,8.2,0.0,0,0,0,0.00,-1,1,-204,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:52.860,83,8.1,0.0,0,0,0,0.00,-1,-51,-204,28,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:52.960,83,8.1,0.0,0,0,0,0.00,-1,-22,-204,6,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:53.070,83,8.1,0.0,0,0,0,0.00,25,0,-204,3,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:53.190,83,8.1,0.0,0,0,0,0.00,2,-7,-204,2,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:53.300,82,8.1,0.0,0,0,0,0.00,0,-3,-204,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:53.410,82,8.1,0.0,0,0,0,0.00,-1,25,-204,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:53.520,82,8.1,0.0,0,0,0,0.00,-1,5,-204,1,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:53.630,82,8.1,0.0,0,0,0,0.00,27,2,-204,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:53.740,79,8.1,0.0,0,0,0,0.00,4,1,-202,0,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:53.850,79,8.1,0.0,0,0,0,0.00,1,0,-200,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:53.960,79,8.1,0.0,0,0,0,0.00,0,0,-199,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:54.070,79,8.1,0.0,0,0,0,0.00,-1,0,-199,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:54.180,84,8.1,0.0,0,0,0,0.00,-1,29,-197,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:54.290,84,8.1,0.0,0,0,0,0.00,-1,2,-197,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:54.400,84,8.1,0.0,0,0,0,0.00,-1,1,-199,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:54.510,84,8.1,0.0,0,0,0,0.00,-1,1,-199,1,1024,1023,629,0,0,-1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:54.620,85,8.1,0.0,0,0,0,0.00,-1,1,-199,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:54.730,85,8.1,0.0,0,0,0,0.00,13,1,-197,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:54.840,85,8.1,0.0,0,0,0,0.00,0,1,-197,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:54.950,85,8.1,0.0,0,0,0,0.00,-1,1,-199,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:55.060,84,8.2,0.0,0,0,0,0.00,-1,0,-197,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:55.170,84,8.2,0.0,0,0,0,0.00,-1,1,-197,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:55.280,84,8.2,0.0,0,0,0,0.00,-1,1,-179,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:55.390,84,8.2,0.0,0,0,0,0.00,-1,1,-130,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:55.500,84,8.2,0.0,0,0,0,0.00,-1,1,-100,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:55.610,84,8.2,0.0,0,0,0,0.00,-1,1,-94,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:55.720,84,8.2,0.0,0,0,0,0.00,-1,14,-91,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:55.830,84,8.2,0.0,0,0,0,0.00,-141,10,-70,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:55.940,85,8.1,0.0,0,0,0,0.00,-152,5,-67,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:56.050,85,8.1,0.0,0,0,0,0.00,-2,2,-65,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:56.160,85,8.1,0.0,0,0,0,0.00,-1,2,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:56.280,85,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:56.390,85,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:56.490,85,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:56.600,85,8.1,0.0,0,0,0,0.00,-2,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:56.720,85,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:56.830,80,8.1,0.0,0,0,0,0.00,-2,0,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:56.930,80,8.1,0.0,0,0,0,0.00,-2,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:57.040,80,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:57.160,85,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:57.270,85,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:57.380,85,8.1,0.0,0,0,0,0.00,-2,0,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:57.490,85,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:57.600,85,8.1,0.0,0,0,0,0.00,-1,12,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:57.710,87,8.1,0.0,0,0,0,0.00,-1,5,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:57.820,87,8.1,0.0,0,0,0,0.00,-1,2,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:57.930,87,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:58.040,87,8.1,0.0,0,0,0,0.00,-1,1,-64,0,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:58.150,87,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:58.260,87,8.1,0.0,0,0,0,0.00,-1,1,-64,0,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:58.370,87,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:58.480,87,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:58.590,87,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:58.700,87,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:58.810,87,8.1,0.0,0,0,0,0.00,-1,0,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:58.920,88,8.1,0.0,0,0,0,0.00,-2,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:59.030,88,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:59.140,88,8.1,0.0,0,0,0,0.00,-1,0,-65,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:59.250,88,8.1,0.0,0,0,0,0.00,-1,1,-65,1,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:59.360,82,8.1,0.0,0,0,0,0.00,-1,0,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:59.470,82,8.1,0.0,0,0,0,0.00,-2,0,-65,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:59.580,82,8.1,0.0,0,0,0,0.00,-2,0,-65,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:59.690,82,8.1,0.0,0,0,0,0.00,-1,0,-65,1,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:59.800,82,8.1,0.0,0,0,0,0.00,-1,1,-65,1,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:55:59.910,87,8.1,0.0,0,0,0,0.00,-1,0,-65,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:00.020,87,8.1,0.0,0,0,0,0.00,-2,0,-65,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:00.130,87,8.1,0.0,0,0,0,0.00,-2,0,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:00.240,84,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:00.350,84,8.1,0.0,0,0,0,0.00,-1,0,-64,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:00.460,84,8.1,0.0,0,0,0,0.00,-1,1,-64,1,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:00.570,84,8.1,0.0,0,0,0,0.00,-1,1,-65,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:00.680,86,8.1,0.0,0,0,0,0.00,-1,1,-65,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:00.790,86,8.1,0.0,0,0,0,0.00,-1,1,-65,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:00.900,86,8.1,0.0,0,0,0,0.00,-1,0,-64,1,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:01.010,86,8.1,0.0,0,0,0,0.00,-59,0,-21,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:01.120,86,8.1,0.0,0,0,0,0.00,-41,156,-4,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:01.240,89,8.1,0.0,0,0,0,0.00,-2,149,2,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:01.340,89,8.1,0.0,0,0,0,0.00,-1,1,5,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:01.450,89,8.1,0.0,0,0,0,0.00,-2,0,7,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:01.560,82,8.1,0.0,0,0,0,0.00,-128,0,10,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:01.680,82,8.1,0.0,0,0,0,0.00,-83,1,24,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:01.790,82,8.1,0.0,0,0,0,0.00,-9,1,53,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:01.890,82,8.1,0.0,0,0,0,0.00,-4,1,54,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:02.000,85,8.1,0.0,0,0,0,0.00,-2,6,55,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:02.120,85,8.1,0.0,0,0,0,0.00,-2,8,55,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:02.230,85,8.1,0.0,0,0,0,0.00,-32,4,157,1,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:02.340,85,8.1,0.0,0,0,0,0.00,-59,2,186,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:02.440,83,8.1,0.0,0,0,0,0.00,-25,1,203,2,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:02.560,83,8.1,0.0,0,0,0,0.00,-24,1,267,61,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:02.670,83,8.1,0.0,0,0,0,0.00,-8,1,306,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:02.780,83,8.1,0.0,0,0,0,0.00,-4,1,323,1,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:02.890,88,8.1,0.0,0,0,0,0.00,-3,1,329,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:03.000,88,8.1,0.0,0,0,0,0.00,-45,76,262,-30,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:03.110,88,8.1,0.0,0,0,0,0.00,-44,112,204,-33,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:03.220,88,8.1,0.0,0,0,0,0.00,-38,36,282,-16,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:03.330,89,8.1,0.0,0,0,0,0.00,-82,4,347,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:03.440,89,8.1,0.0,0,0,0,0.00,-84,1,337,1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:03.550,89,8.1,0.0,0,0,0,0.00,-62,1,249,-19,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:03.660,89,8.1,0.0,0,0,0,0.00,-44,19,231,-38,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:03.770,80,8.1,0.0,0,0,0,0.00,-25,3,227,-52,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:03.880,80,8.1,0.0,0,0,0,0.00,-9,-78,225,-6,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:03.990,80,8.1,0.0,0,0,0,0.00,-39,-128,224,-2,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:04.100,80,8.1,0.0,0,0,0,0.00,-39,-112,192,-1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:04.210,88,8.1,0.0,0,0,0,0.00,-36,-69,188,0,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:04.320,88,8.1,0.0,0,0,0,0.00,-31,-7,187,0,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:04.430,88,8.1,0.0,0,0,0,0.00,-28,-3,186,0,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:04.540,88,8.1,0.0,0,0,0,0.00,-24,-38,187,-1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:04.660,83,8.1,0.0,0,0,0,0.00,-25,-80,186,-8,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:04.770,83,8.1,0.0,0,0,0,0.00,-11,0,187,-3,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:04.870,83,8.1,0.0,0,0,0,0.00,-5,0,215,-1,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:04.980,83,8.1,0.0,0,0,0,0.00,-4,0,222,0,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:05.100,89,8.1,0.0,0,0,0,0.00,-49,-1,224,40,1024,1023,629,0,0,0,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-14,08:56:05.210,89,8.1,0.0,0,0,0,0.00,-163,-1,225,86,1024,1023,629,0,0,1,1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
